adv_date,area,build_year,facilities,floor,link,price,rooms,total_price
2022-26-12,127,1400,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/xnwHB,"67,716,535",3,"8,600,000,000"
2022-26-12,97,1389,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/VLDEj,"72,164,948",2,"7,000,000,000"
2022-26-12,84,1401,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/oCOqj,"52,380,952",2,"4,400,000,000"
2022-26-12,67,1386,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/ECJBN,"39,552,238",1,"2,650,000,000"
2022-26-12,290,1384,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/gjMHW,"110,344,827",4,"32,000,000,000"
2022-26-12,80,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/OFyCb,"97,500,000",2,"7,800,000,000"
2022-26-12,158,1389,پارکینگ/آسانسور/انباری,7,https://www.mrestate.ir/s/qKvVZ,"140,000,000",3,"22,120,000,000"
2022-26-12,262,1382,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/HQlzW,"108,778,625",4,"28,500,000,000"
2022-26-12,116,1401,پارکینگ/آسانسور/انباری,6,https://www.mrestate.ir/s/lPQJP,"70,258,620",2,"8,150,000,000"
2022-26-12,140,1382,پارکینگ,2,https://www.mrestate.ir/s/bAahn,"57,142,857",3,"8,000,000,000"
2022-26-12,240,1401,پارکینگ/آسانسور/انباری,8,https://www.mrestate.ir/s/cNVbZ,"279,166,666",3,"67,000,000,000"
2022-26-12,95,1384,انباری,4,https://www.mrestate.ir/s/vlWah,"55,263,157",2,"5,250,000,000"
2022-26-12,84,1385,انباری,1,https://www.mrestate.ir/s/OmOsF,"52,976,190",2,"4,450,000,000"
2022-26-12,155,1389,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/YEsoh,"87,096,774",3,"13,500,000,000"
2022-26-12,57,1384,پارکینگ/انباری,1,https://www.mrestate.ir/s/ffgSp,"67,894,736",1,"3,870,000,000"
2022-26-12,85,1390,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/RrORa,"47,647,058",2,"4,050,000,000"
2022-26-12,78,1380,پارکینگ/انباری,4,https://www.mrestate.ir/s/bokfa,"53,205,128",2,"4,150,000,000"
2022-26-12,46,1385,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/AWUKi,"69,130,434",2,"3,180,000,000"
2022-26-12,100,1394,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/luShE,"68,000,000",2,"6,800,000,000"
2022-26-12,112,1398,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/gkmlU,"98,214,285",2,"11,000,000,000"
2022-26-12,280,1400,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/edOIo,"200,000,000",3,"56,000,000,000"
2022-26-12,88,1390,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/UISQL,"59,090,909",2,"5,200,000,000"
2022-26-12,110,1371,پارکینگ/انباری,2,https://www.mrestate.ir/s/bqpTr,"70,909,090",2,"7,800,000,000"
2022-26-12,156,1374,پارکینگ/انباری,1,https://www.mrestate.ir/s/zcGJt,"52,564,102",3,"8,200,000,000"
2022-26-12,76,1384,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/VcKmi,"55,921,052",2,"4,250,000,000"
2022-26-12,158,1386,پارکینگ/آسانسور/انباری,6,https://www.mrestate.ir/s/lrNbV,"144,936,708",3,"22,900,000,000"
2022-26-12,125,1401,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/UBKuH,"53,200,000",2,"6,650,000,000"
2022-26-12,83,1386,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/lgSYG,"65,060,240",2,"5,400,000,000"
2022-26-12,118,1395,پارکینگ,4,https://www.mrestate.ir/s/ImFSh,"88,135,593",2,"10,400,000,000"
2022-26-12,85,1385,پارکینگ/آسانسور/انباری/بالکن/سرایداری/نگهبانی/پارکینگ مهمان/نورپردازی,5,https://www.mrestate.ir/s/RiMEj__1102,"68,235,294",2,"5,800,000,000"
2022-26-12,127,1400,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/YcKlG,"111,023,622",2,"14,100,000,000"
2022-26-12,88,1387,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/mpNmi,"46,590,909",2,"4,100,000,000"
2022-26-12,96,1401,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/FRxVZ,"72,916,666",2,"7,000,000,000"
2022-26-12,90,1395,آسانسور/انباری,1,https://www.mrestate.ir/s/TRVVX,"44,444,444",2,"4,000,000,000"
2022-26-12,95,1382,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/ORWHF,"60,000,000",3,"5,700,000,000"
2022-26-12,160,1396,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/ljjrc,"181,250,000",3,"29,000,000,000"
2022-26-12,320,1400,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/cGkYG,"250,000,000",4,"80,000,000,000"
2022-26-12,93,1392,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/XaCbn,"69,892,473",2,"6,500,000,000"
2022-26-12,121,1401,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/wVfwt,"85,000,000",2,"10,285,000,000"
2022-26-12,116,1393,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/BZYSS,"120,689,655",2,"14,000,000,000"
2022-26-12,120,1401,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/rNjuR,"70,833,333",2,"8,500,000,000"
2022-26-12,145,1394,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/qsyLt,"75,862,068",3,"11,000,000,000"
2022-26-12,185,1389,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/yYBoR,"81,081,081",3,"15,000,000,000"
2022-26-12,120,1399,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/GyGxO,"122,500,000",2,"14,700,000,000"
2022-26-12,74,1384,پارکینگ/انباری,2,https://www.mrestate.ir/s/dbxer,"87,837,837",2,"6,500,000,000"
2022-26-12,140,1385,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/lOLGm,"76,428,571",3,"10,700,000,000"
2022-26-12,74,1386,پارکینگ/انباری,3,https://www.mrestate.ir/s/kPCqj,"63,513,513",2,"4,700,000,000"
2022-26-12,135,1401,پارکینگ/آسانسور/انباری,11,https://www.mrestate.ir/s/iZVVG,"80,000,000",3,"10,800,000,000"
2022-26-12,115,1400,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/PAEtH,"130,434,782",3,"15,000,000,000"
2022-26-12,122,1384,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/mhEPp,"71,311,475",3,"8,700,000,000"
2022-26-12,51,1392,آسانسور/انباری,4,https://www.mrestate.ir/s/BIHrg,"30,392,156",1,"1,550,000,000"
2022-26-12,118,1395,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/MkWXf,"62,711,864",2,"7,400,000,000"
2022-26-12,58,1398,انباری,2,https://www.mrestate.ir/s/Kvunw,"26,465,517",1,"1,535,000,000"
2022-26-12,90,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/VynMb,"84,444,444",2,"7,600,000,000"
2022-26-12,104,1390,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/MwNMo,"80,769,230",2,"8,400,000,000"
2022-26-12,186,1398,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/cjywK,"229,569,892",3,"42,700,000,000"
2022-26-12,110,1401,پارکینگ/آسانسور/انباری/بالکن/سرایداری/نگهبانی/سالن اجتماعات/لابی/استخر/سونا/جکوزی/روف گاردن/اعلام حریق/اطفا حریق/لابی من/پارکینگ مهمان/نورپردازی,5,https://www.mrestate.ir/s/MIBnM,"185,454,545",2,"20,400,000,000"
2022-26-12,200,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/gIpuM,"120,000,000",3,"24,000,000,000"
2022-26-12,246,1385,پارکینگ/آسانسور/انباری,8,https://www.mrestate.ir/s/RSoBe,"120,000,000",3,"29,520,000,000"
2022-26-12,93,1383,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/iWqlT,"123,655,913",2,"11,500,000,000"
2022-26-12,250,1386,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/eujwh,"100,000,000",3,"25,000,000,000"
2022-26-12,180,1399,پارکینگ/آسانسور/انباری,8,https://www.mrestate.ir/s/zWdPU,"183,333,333",3,"33,000,000,000"
2022-26-12,87,1389,پارکینگ/آسانسور/انباری/بالکن,5,https://www.mrestate.ir/s/Opumx,"67,816,091",2,"5,900,000,000"
2022-26-12,116,1384,پارکینگ/انباری,2,https://www.mrestate.ir/s/BTgml,"69,827,586",2,"8,100,000,000"
2022-26-12,128,1400,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/XkcrM,"120,000,000",2,"15,360,000,000"
2022-26-12,125,1401,پارکینگ/آسانسور/انباری,6,https://www.mrestate.ir/s/UwVCV,"130,000,000",2,"16,250,000,088"
2022-26-12,114,1393,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/tdlbd,"77,192,982",2,"8,800,000,000"
2022-26-12,150,1382,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/bMSzz,"84,000,000",3,"12,600,000,000"
2022-26-12,79,1393,پارکینگ/آسانسور/انباری,6,https://www.mrestate.ir/s/WhRjU,"101,265,822",1,"8,000,000,000"
2022-26-12,230,1400,پارکینگ/آسانسور/انباری,7,https://www.mrestate.ir/s/VHRZF,"119,565,217",3,"27,500,000,000"
2022-26-12,90,1388,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/RBzKJ,"58,888,888",2,"5,300,000,000"
2022-26-12,65,1385,آسانسور/انباری,1,https://www.mrestate.ir/s/gqmGx,"31,538,461",2,"2,050,000,000"
2022-26-12,101,1385,پارکینگ,1,https://www.mrestate.ir/s/pGCXc,"52,475,247",2,"5,300,000,000"
2022-26-12,120,1400,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/YzuGe,"72,000,000",2,"8,640,000,000"
2022-26-12,155,1371,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/hvZrM,"129,032,258",3,"20,000,000,000"
2022-26-12,66,1387,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/wiNjH,"66,666,666",2,"4,400,000,000"
2022-26-12,176,1396,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/efANF,"125,000,000",3,"22,000,000,000"
2022-26-12,146,1384,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/xBTay,"68,150,684",3,"9,950,000,000"
2022-26-12,110,1390,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/kKXRM,"90,000,000",2,"9,900,000,000"
2022-26-12,61,1401,پارکینگ/آسانسور,4,https://www.mrestate.ir/s/bJTiM,"71,311,475",2,"4,350,000,000"
2022-26-12,80,1400,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/GAbTN,"78,000,000",2,"6,240,000,000"
2022-26-12,107,1392,پارکینگ/آسانسور/انباری/بالکن/سرایداری,3,https://www.mrestate.ir/s/IFdEw,"57,943,925",2,"6,200,000,000"
2022-26-12,86,1393,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/IJYbO,"58,139,534",2,"5,000,000,000"
2022-26-12,155,1400,پارکینگ/آسانسور/انباری,13,https://www.mrestate.ir/s/nJNZN,"72,903,225",3,"11,300,000,000"
2022-26-12,68,1391,پارکینگ/آسانسور,6,https://www.mrestate.ir/s/weHNo,"73,529,411",1,"5,000,000,000"
2022-26-12,145,1385,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/MiVzw,"72,413,793",3,"10,500,000,000"
2022-26-12,100,1400,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/PVVuM,"56,000,000",2,"5,600,000,000"
2022-26-12,35,1389,انباری,2,https://www.mrestate.ir/s/HXWSN,"22,285,714",خواب,"780,000,000"
2022-26-12,120,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/nWbqW,"118,333,333",2,"14,200,000,000"
2022-26-12,95,1383,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/yiJxl,"81,052,631",2,"7,700,000,000"
2022-26-12,106,1397,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/opHgd,"93,396,226",2,"9,900,000,000"
2022-26-12,94,1381,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/Muygm,"66,489,361",2,"6,250,000,000"
2022-26-12,131,1383,پارکینگ/آسانسور/انباری/بالکن,3,https://www.mrestate.ir/s/KGfDp__1005,"68,702,290",2,"9,000,000,000"
2022-26-12,135,1385,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/anSuX,"75,555,555",3,"10,200,000,000"
2022-26-12,98,1386,پارکینگ/آسانسور,7,https://www.mrestate.ir/s/aLciz,"57,142,857",2,"5,600,000,000"
2022-26-12,112,1394,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/ivrsm,"79,464,285",3,"8,900,000,000"
2022-26-12,140,1393,پارکینگ/آسانسور/انباری/بالکن/سرایداری/سالن اجتماعات/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,1,https://www.mrestate.ir/s/FAvBP__1004,"68,571,428",3,"9,600,000,000"
2022-26-12,162,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/azyvz,"86,419,753",3,"14,000,000,000"
2022-26-12,145,1396,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/wmGbY,"103,448,275",2,"15,000,000,000"
2022-26-12,70,1382,پارکینگ/انباری,3,https://www.mrestate.ir/s/fTArE,"45,714,285",2,"3,200,000,000"
2022-26-12,153,1401,پارکینگ/آسانسور/انباری/بالکن/اعلام حریق/اطفا حریق/پارکینگ مهمان/جاروبرقی مرکزی,5,https://www.mrestate.ir/s/WdddY__1003,"86,274,509",3,"13,200,000,000"
2022-26-12,120,1381,پارکینگ/انباری,3,https://www.mrestate.ir/s/wcqOY,"54,583,333",3,"6,550,000,000"
2022-26-12,65,1389,پارکینگ/آسانسور,1,https://www.mrestate.ir/s/ZNOqL,"76,153,846",1,"4,950,000,000"
2022-26-12,95,1400,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/HhCMq,"72,631,578",2,"6,900,000,000"
2022-26-12,77,1392,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/kSBRq,"70,129,870",2,"5,400,000,000"
2022-26-12,103,1390,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/QJipH,"66,504,854",2,"6,850,000,000"
2022-26-12,117,1401,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/UUeIN,"63,846,153",2,"7,470,000,000"
2022-26-12,131,1395,پارکینگ/آسانسور/انباری/بالکن/نگهبانی/سالن اجتماعات/لابی/اعلام حریق/اطفا حریق/پارکینگ مهمان/جاروبرقی مرکزی,2,https://www.mrestate.ir/s/luLmZ__1002,"69,465,648",3,"9,100,000,000"
2022-26-12,121,1401,پارکینگ/آسانسور/انباری/بالکن/سالن اجتماعات/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/rcaAU__1001,"80,991,735",3,"9,800,000,000"
2022-26-12,73,1381,پارکینگ/انباری,1,https://www.mrestate.ir/s/zjcdf,"57,534,246",2,"4,200,000,000"
2022-26-12,98,1397,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/kEMTi,"49,489,795",2,"4,850,000,000"
2022-26-12,46,1385,پارکینگ/انباری,1,https://www.mrestate.ir/s/tiUzr,"70,652,173",1,"3,250,000,000"
2022-26-12,175,1384,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/FZtop,"47,714,285",3,"8,350,000,000"
2022-26-12,122,1400,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/CrqiJ,"71,721,311",3,"8,750,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/dIzdK__25,"75,000,000",3,"10,500,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/mHmkR__26,"75,000,000",3,"10,500,000,000"
2022-26-12,100,1397,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/tcgKH,"122,000,000",2,"12,200,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/eFCTc__24,"75,000,000",3,"10,500,000,000"
2022-26-12,55,1395,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/EKOki,"67,272,727",1,"3,700,000,000"
2022-26-12,103,1396,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/mqaCV,"84,077,669",2,"8,660,000,000"
2022-26-12,180,1396,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/PnAKO,"89,444,444",3,"16,100,000,000"
2022-26-12,75,1388,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/jYZkG,"65,333,333",2,"4,900,000,000"
2022-26-12,135,1392,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/gIOfD,"133,333,333",2,"18,000,000,000"
2022-26-12,86,1395,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/rHnpV,"72,093,023",2,"6,200,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/ouhMx__23,"75,000,000",3,"10,500,000,000"
2022-26-12,100,1401,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/TOKUd,"60,000,000",2,"6,000,000,000"
2022-26-12,76,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/MWMvi,"75,000,000",2,"5,700,000,000"
2022-26-12,130,1401,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/pKmSx,"61,538,461",3,"8,000,000,000"
2022-26-12,103,1396,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/mFCzU,"26,699,029",3,"2,750,000,000"
2022-26-12,133,1401,پارکینگ/آسانسور/انباری/بالکن/سالن اجتماعات/روف گاردن/نورپردازی/جاروبرقی مرکزی,4,https://www.mrestate.ir/s/iNNgU,"70,300,751",3,"9,350,000,000"
2022-26-12,60,1382,پارکینگ/انباری,1,https://www.mrestate.ir/s/THLCK,"61,666,666",1,"3,700,000,000"
2022-26-12,115,1388,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/iESJd,"52,165,217",2,"5,999,000,000"
2022-26-12,90,1390,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/ZtevG,"50,555,555",2,"4,550,000,000"
2022-26-12,70,1397,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/wwlew,"51,428,571",2,"3,600,000,000"
2022-26-12,68,1378,پارکینگ/انباری,4,https://www.mrestate.ir/s/bWTVF,"53,000,000",2,"3,604,000,000"
2022-26-12,220,1401,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/xedOB,"168,181,818",3,"37,000,000,000"
2022-26-12,115,1381,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/CYyuh,"77,000,000",2,"8,855,000,000"
2022-26-12,89,1401,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/PKcmu,"93,820,224",2,"8,350,000,000"
2022-26-12,215,1397,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/RPyDc,"73,255,813",3,"15,750,000,000"
2022-26-12,54,1397,آسانسور/انباری,4,https://www.mrestate.ir/s/hPVKk,"98,148,148",1,"5,300,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/ddFFT__21,"75,000,000",3,"10,500,000,000"
2022-26-12,74,1382,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/xKVkd,"56,756,756",2,"4,200,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/JEHmK__22,"75,000,000",3,"10,500,000,000"
2022-26-12,95,1387,انباری,2,https://www.mrestate.ir/s/qYIdL,"47,368,421",3,"4,500,000,000"
2022-26-12,156,1386,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/uIyFE,"64,102,564",3,"10,000,000,000"
2022-26-12,230,1394,پارکینگ/آسانسور/انباری,8,https://www.mrestate.ir/s/UwauD,"165,217,391",3,"38,000,000,000"
2022-26-12,180,1400,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/zYHJn,"80,000,000",3,"14,400,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/hRjXO__19,"75,000,000",3,"10,500,000,000"
2022-26-12,120,1389,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/swYmx,"90,000,000",2,"10,800,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/nXUXH__20,"75,000,000",3,"10,500,000,000"
2022-26-12,450,1398,پارکینگ/آسانسور/انباری,6,https://www.mrestate.ir/s/aWOeG,"270,000,000",4,"121,500,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/qLDfQ__21,"75,000,000",3,"10,500,000,000"
2022-26-12,190,1401,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/LYALO,"180,000,000",3,"34,200,000,000"
2022-26-12,98,1378,پارکینگ/انباری,2,https://www.mrestate.ir/s/dQBcr,"64,795,918",2,"6,350,000,000"
2022-26-12,280,1398,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/kDOoA,"135,714,285",4,"38,000,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/YuuDW__18,"75,000,000",3,"10,500,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,2,https://www.mrestate.ir/s/pbetn__16,"75,000,000",3,"10,500,000,000"
2022-26-12,80,1394,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/UINun,"42,500,000",2,"3,400,000,000"
2022-26-12,95,1401,پارکینگ/آسانسور/انباری,3,https://www.mrestate.ir/s/OIARR,"94,210,526",2,"8,950,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,3,https://www.mrestate.ir/s/lOFOH__17,"75,000,000",3,"10,500,000,000"
2022-26-12,182,1401,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/xOzZf,"109,890,109",3,"20,000,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/لابی/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,2,https://www.mrestate.ir/s/bKYtr__13,"75,000,000",3,"10,500,000,000"
2022-26-12,86,1382,پارکینگ/انباری,3,https://www.mrestate.ir/s/MYvIW,"73,837,209",2,"6,350,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,2,https://www.mrestate.ir/s/qsJde__14,"75,000,000",3,"10,500,000,000"
2022-26-12,140,1401,پارکینگ/آسانسور/انباری/بالکن/سونا/جکوزی/اعلام حریق/اطفا حریق/پارکینگ مهمان/نورپردازی,2,https://www.mrestate.ir/s/rKGNP__15,"75,000,000",3,"10,500,000,000"
2022-26-12,65,1381,پارکینگ/انباری,1,https://www.mrestate.ir/s/MlyYj,"56,923,076",2,"3,700,000,000"
2022-26-12,75,1387,پارکینگ/انباری,4,https://www.mrestate.ir/s/zThsw,"42,666,666",2,"3,200,000,000"
2022-26-12,88,1391,پارکینگ/آسانسور/انباری,4,https://www.mrestate.ir/s/SSqwh,"36,931,818",2,"3,250,000,000"
2022-26-12,125,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/BdKnA,"60,000,000",3,"7,500,000,000"
2022-26-12,112,1399,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/VaQJJ,"120,535,714",2,"13,500,000,000"
2022-26-12,185,1401,پارکینگ/آسانسور/انباری,5,https://www.mrestate.ir/s/GRXuD,"99,459,459",3,"18,400,000,000"
2022-26-12,93,1400,پارکینگ/آسانسور,4,https://www.mrestate.ir/s/vosxO,"55,376,344",2,"5,150,000,000"
2022-26-12,72,1382,انباری,1,https://www.mrestate.ir/s/eTnrq,"30,555,555",2,"2,200,000,000"
2022-26-12,103,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/llJnU,"85,000,000",2,"8,755,000,000"
2022-26-12,90,1390,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/ruHeS,"61,388,888",2,"5,525,000,000"
2022-26-12,150,1385,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/PiauZ,"62,000,000",3,"9,300,000,000"
2022-26-12,72,1387,پارکینگ/آسانسور/انباری,1,https://www.mrestate.ir/s/UWuQV,"58,333,333",2,"4,200,000,000"
2022-26-12,96,1385,پارکینگ/انباری,3,https://www.mrestate.ir/s/qhntK,"36,458,333",3,"3,500,000,000"
2022-26-12,70,1378,انباری,1,https://www.mrestate.ir/s/shxJp,"55,714,285",2,"3,900,000,000"
2022-26-12,80,1390,پارکینگ/آسانسور/انباری/بالکن,2,https://www.mrestate.ir/s/sNIpY__1,"68,750,000",2,"5,500,000,000"
2022-26-12,91,1401,پارکینگ/آسانسور/انباری,2,https://www.mrestate.ir/s/QWOfp,"62,087,912",2,"5,650,000,000"
2022-26-12,68,1385,پارکینگ/آسانسور/انباری/بالکن/سرایداری,3,https://www.mrestate.ir/s/OKVKW__1101,"71,323,529",2,"4,850,000,000"
2022-26-12,75,1382,پارکینگ,3,https://www.mrestate.ir/s/tJWWG,"66,666,666",2,"5,000,000,000"
2022-26-12,84,1392,پارکینگ/آسانسور/انباری/بالکن,3,https://www.mrestate.ir/s/vXDnf,"71,428,571",2,"6,000,000,000"
2022-26-12,110,1401,پارکینگ/آسانسور/انباری,11,https://www.mrestate.ir/s/fCTRY,"31,000,000",2,"3,410,000,000"
2022-26-12,44,1394,آسانسور,3,https://www.mrestate.ir/s/DcXiH,"42,954,545",1,"1,890,000,000"
