district,area,year,rooms,value,floor,elevator,parking,warehouse
 مبارک‌آباد بهشتی ,62,1398,1,1116000000,3,True,False,False
 مبارک‌آباد بهشتی ,90,1399,2,1440000000,2,True,True,True
 شهرک غرب ,76,1380,2,6800000000,2,False,True,True
 چیتگر ,101,1401,2,1500000000,15,True,True,True
 شادآباد ,121,1400,2,3448500000,10,True,True,True
 جیحون ,62,1380,1,1920000000,1,False,True,True
 مبارک‌آباد بهشتی ,58,1399,1,1150000000,2,True,True,True
 مبارک‌آباد بهشتی ,68,1398,2,1203600000,2,True,True,True
 چیتگر ,55,1401,1,1705000000,12,True,True,True
 اراج ,130,1388,3,11000000000,4,True,True,True
 مبارک‌آباد بهشتی ,103,1400,2,1699500000,2,True,True,True
 شهرک غرب ,78,1387,2,7550000000,5,True,True,True
 سهروردی ,122,1400,3,12500000000,2,True,True,True
 چیتگر ,100,1401,2,1750000000,10,True,True,True
 پونک ,157,1401,3,14000000000,5,True,True,True
 شهرک راه‌آهن ,85,1401,2,2635000000,21,True,True,True
 دروس,155,1401,3,26500000000,1,True,True,True
 پونک ,90,1401,2,8000000000,4,True,True,True
 سهروردی ,134,1400,3,12500000000,3,True,True,True
 شهر زیبا ,63,1397,1,4800000000,5,True,True,True
 شهر زیبا ,70,1401,1,4200000000,4,True,True,True
 هاشم‌آباد ,132,1400,2,3828000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,192,1400,3,8500000000,2,True,True,True
 دهکده المپیک,85,1401,2,2635000000,16,True,True,True
 اوقاف ,76,1400,2,3700000000,4,True,False,False
 دریاچه شهدای خلیج فارس ,157,1396,3,7380000000,3,True,True,True
 پونک ,111,1392,2,7350000000,2,True,True,True
 پونک ,128,1387,3,7300000000,1,True,True,True
 طرشت ,79,1395,2,4800000000,5,True,True,True
 دریاچه شهدای خلیج فارس ,194,1400,3,10600000000,6,True,True,True
 آهنگ ,38,1380,1,1100000000,1,False,False,False
 دریاچه شهدای خلیج فارس ,104,1399,2,5200000000,4,True,True,True
 جنت‌آباد جنوبی ,135,1390,3,9200000000,4,True,True,True
 نیاوران ,2000,1401,4,500000000000,6,True,True,True
 جنت‌آباد مرکزی ,142,1400,3,9200000000,2,True,True,True
 جنت‌آباد شمالی ,140,1400,3,8999900000,2,True,True,True
 جیحون ,62,1379,1,1980000000,1,False,False,False
 جنت‌آباد جنوبی ,85,1384,2,5200000000,4,True,True,True
 سعادت‌آباد ,195,1400,3,29000000000,6,True,True,True
 سعادت‌آباد ,117,1398,2,13000000000,4,True,True,True
 شهرک غرب ,200,1398,3,28000000000,5,True,True,True
 فرمانیه ,210,1381,3,20000000000,5,True,True,True
 فرمانیه ,210,1395,3,25500000000,2,True,True,True
 دهکده المپیک ,140,1398,2,5000000000,14,True,True,True
 پاسداران ,160,1401,3,20800000000,2,True,True,True
 میرداماد ,155,1395,3,15500000000,5,True,True,True
 پاسداران ,265,1393,3,33700000000,3,True,True,True
 آهنگ ,85,1393,2,4590000000,4,True,True,True
 آهنگ ,63,1382,1,2100000000,3,False,True,True
 پونک ,85,1389,2,5350000000,3,True,True,True
 ابوذر (منطقه ۱۵) ,85,1393,2,4590000000,4,True,True,True
 سعادت‌آباد ,250,1401,3,52000000000,6,True,True,True
 شهرک فردوس ,51,1391,1,1428000000,2,True,False,False
 پونک,68,1386,2,4250000000,2,False,True,True
 پاسداران ,135,1385,3,12700000000,2,True,True,True
 تجریش ,114,1401,2,14250000000,4,True,True,True
 سازمان برنامه ,61,1386,2,4100000000,3,True,True,True
 اختیاریه,117,1401,3,12490000000,4,True,True,True
 اختیاریه,215,1380,3,17630000000,1,True,True,True
 اختیاریه ,126,1401,2,11200000000,2,True,True,True
 اختیاریه,96,1394,2,8700000000,1,True,True,True
 اختیاریه,235,1382,3,20000000000,5,True,True,True
 اختیاریه,108,1384,3,8800000000,5,True,True,True
 اختیاریه,127,1401,3,12700000000,4,True,True,True
 پیروزی ,85,1393,2,4590000000,4,True,True,True
 وردآورد ,85,1387,2,1600000000,1,False,True,True
 حسین‌آباد ,108,1401,2,9000000000,10,True,True,True
 جنت‌آباد جنوبی ,120,1391,3,8950000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,96,1401,2,4850000000,14,True,True,True
 شمس‌آباد ,86,1387,2,5800000000,4,True,True,True
 پاسداران ,110,1401,2,8700000000,11,True,True,True
 دریاچه شهدای خلیج فارس ,120,1401,3,6400000000,15,True,True,True
 دریاچه شهدای خلیج فارس ,96,1401,2,4650000000,10,True,True,True
 دارآباد,145,1401,3,13000000000,5,True,True,True
 مبارک‌آباد بهشتی ,73,1399,2,1270000000,3,True,False,False
 صادقیه ,170,1401,3,10900000000,2,True,True,True
 مبارک‌آباد بهشتی ,115,1400,2,1955000000,3,True,True,True
 مبارک‌آباد بهشتی ,75,1400,2,1275000000,2,True,True,True
 کوی فردوس ,60,1387,2,4100000000,4,True,True,True
 نیاوران,220,1391,3,22000000000,5,True,True,True
 افسریه ,135,1400,3,6300000000,2,True,True,True
 جنت‌آباد جنوبی ,70,1388,1,4400000000,1,True,True,True
 آجودانیه ,220,1400,3,36300000000,4,True,True,True
 شهرک تختی ,72,1398,1,1296000000,3,True,False,False
 زعفرانیه,155,1390,3,24500000000,3,True,True,True
 ولنجک ,127,1400,2,19685000000,3,True,True,True
 زعفرانیه,200,1400,3,54000000000,4,True,True,True
 جنت‌آباد جنوبی ,135,1400,3,12150000000,3,True,True,True
 مبارک‌آباد بهشتی ,300,1400,3,6000000000,5,True,True,True
 مبارک‌آباد بهشتی ,74,1398,2,1184000000,1,True,True,True
 زعفرانیه ,800,1400,4,216000000000,15,True,True,True
 نیاوران ,310,1401,4,56000000000,2,True,True,True
 سازمان برنامه ,140,1401,3,14700000000,5,True,True,True
 نیاوران ,850,1401,4,298000000000,17,True,True,True
 کوی فردوس ,175,1397,4,14700000000,11,True,True,True
 شهرک غرب ,135,1388,2,13300000000,3,True,True,True
 جنت‌آباد مرکزی ,64,1397,1,3900000000,3,True,True,True
 شهران جنوبی,210,1401,3,21500000000,3,True,True,True
 جنت‌آباد جنوبی ,168,1400,3,15500000000,2,True,True,True
 مبارک‌آباد بهشتی ,117,1400,2,2082600000,3,True,True,True
 مبارک‌آباد بهشتی ,118,1400,2,2006000000,2,True,True,True
 ستارخان ,140,1401,3,8200000000,3,True,True,True
 قلهک ,120,1401,2,12000000000,6,True,True,True
 جنت‌آباد جنوبی ,185,1401,2,15700000000,2,True,True,True
 دروس ,243,1400,4,45000000000,5,True,True,True
 پاسداران ,390,1400,4,65000000000,3,True,True,True
 دروس ,310,1399,4,48000000000,5,True,True,True
 دروس ,335,1400,4,65000000000,5,True,True,True
 ولنجک ,100,1387,2,12000000000,8,True,True,True
 پونک ,170,1400,3,15000000000,2,True,True,True
 شهرک دریا ,134,1396,3,5986000000,17,True,True,True
 سعادت‌آباد ,260,1387,4,24500000000,1,True,True,True
 اباذر ,115,1400,2,10650000000,3,True,True,True
 سعادت‌آباد ,145,1395,3,14000000000,2,True,True,True
 منیریه ,90,1397,2,4950000000,5,True,True,True
 گیشا (کوی نصر) ,130,1400,3,11999000000,2,True,True,True
 گیشا (کوی نصر) ,104,1378,3,7000000000,2,False,True,True
 چیتگر ,168,1395,3,7560000000,18,True,True,True
 عبدل‌آباد ,75,1395,2,1000000000,1,True,False,False
 پونک ,130,1393,3,10500000000,3,True,True,True
 الهیه ,325,1396,3,75000000000,4,True,True,True
 ستارخان ,81,1401,2,5300000000,3,True,True,True
 ولنجک ,200,1400,3,38000000000,3,True,True,True
 اباذر ,90,1393,2,7200000000,4,True,True,True
 نارمک ,106,1401,2,8480000000,10,True,True,True
 شهران جنوبی ,78,1385,2,4900000000,5,True,True,True
 یوسف‌آباد ,125,1385,3,9100000000,2,True,True,True
 پونک ,85,1393,2,4600000000,4,True,True,True
 پونک ,66,1395,1,3650000000,4,True,True,True
 دهکده المپیک ,110,1401,2,1205000000,8,True,True,True
 آبشار تهران ,100,1401,2,1200000000,17,True,True,True
 چیتگر ,120,1401,3,1620000000,12,True,True,True
 دهکده المپیک ,120,1401,3,1440000000,15,True,True,True
 دریاچه شهدای خلیج فارس ,85,1401,2,2610000000,15,True,True,True
 سعادت‌آباد ,143,1395,3,17000000000,4,True,True,True
 چیتگر ,100,1401,2,1610000000,8,True,True,True
 نیاوران ,228,1397,3,30000000000,2,True,True,True
 قلهک ,120,1401,2,13250000000,7,True,True,True
 شهرک راه‌آهن ,169,1397,3,10400000000,2,True,True,True
 اوقاف,85,1390,2,3600000000,3,True,True,True
 کوی فردوس ,54,1382,2,3450000000,1,False,True,True
 زعفرانیه ,170,1401,3,51000000000,2,True,True,True
 شهر زیبا ,56,1385,2,3420000000,4,True,True,True
 الهیه ,160,1386,3,16500000000,4,True,True,True
 شهر زیبا ,72,1397,1,4100000000,10,True,True,True
 پونک ,69,1385,2,3800000000,2,False,True,True
 جنت‌آباد مرکزی,65,1398,1,3900000000,2,True,True,True
 سعادت‌آباد ,137,1397,3,17800000000,5,True,True,True
 شهرک راه‌آهن ,70,1392,1,2900000000,5,True,True,True
 پونک ,75,1387,2,3800000000,1,False,False,False
 پلیس ,78,1393,2,3650000000,4,True,False,False
 تهرانپارس غربی ,125,1401,2,12500000000,11,True,True,True
 جنت‌آباد جنوبی,81,1384,2,4617000000,2,False,True,True
 دریاچه شهدای خلیج فارس ,109,1401,2,1900000000,10,True,True,True
 شهرک راه‌آهن ,135,1398,3,8100000000,4,True,True,True
 کوهک ,140,1398,3,7800000000,13,True,True,True
 جنت‌آباد جنوبی,168,1389,3,8500000000,2,True,True,True
 شهر زیبا ,120,1396,3,6650000000,5,True,True,True
 نیاوران ,175,1401,3,21200000000,4,True,True,True
 جنت‌آباد جنوبی ,85,1397,2,6000000000,1,True,True,True
 آجودانیه ,200,1385,4,20000000000,2,True,True,True
 یوسف‌آباد ,56,1390,1,5400000000,2,True,True,True
 فرمانیه ,303,1397,3,53025000000,1,True,True,True
 فرمانیه ,230,1401,3,34000000000,5,True,True,True
 اقدسیه ,278,1401,3,100000000000,5,True,True,True
 کوی فردوس ,95,1392,2,6500000000,3,True,True,True
 کوی فردوس,98,1392,2,6300000000,3,True,True,True
 پونک ,70,1395,2,4660000000,3,True,True,True
 سعادت‌آباد ,110,1397,2,14500000000,6,True,True,True
 دارآباد,112,1398,2,11000000000,10,True,True,True
 محمودیه ,256,1398,4,42000000000,1,True,True,True
 ولنجک ,120,1387,3,12000000000,2,False,True,True
 سعادت‌آباد ,150,1385,3,12000000000,3,True,True,True
 هروی ,179,1401,3,13425000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,125,1400,2,5650000000,2,True,True,True
 کوی فردوس ,63,1386,2,4250000000,5,True,True,True
 نیاوران ,56,1400,2,5500000000,4,True,True,True
 کوهک ,120,1400,2,7100000000,18,True,True,True
 آجودانیه ,220,1398,3,35000000000,4,True,True,True
 جنت‌آباد جنوبی ,75,1387,2,4500000000,5,True,True,True
 پاسداران ,202,1385,3,17300000000,4,True,True,True
 ولنجک,66,1400,1,8200000000,4,True,True,True
 سهروردی ,153,1379,3,8400000000,1,True,True,True
 سازمان برنامه ,116,1401,2,8470000000,1,True,True,True
 دهکده المپیک ,87,1401,2,2550000000,8,True,True,True
 نیاوران,165,1389,3,17800000000,1,True,True,True
 کوی فردوس ,115,1401,2,8500000000,1,True,True,True
 زعفرانیه ,225,1395,4,45000000000,1,True,True,True
 جنت‌آباد مرکزی ,191,1398,3,13300000000,1,True,True,True
 زعفرانیه ,235,1388,3,30550000000,3,True,True,True
 دهکده المپیک ,165,1401,4,4950000000,14,True,True,True
 دهکده المپیک ,85,1401,2,2550000000,12,True,True,True
 دهکده المپیک ,220,1401,4,6600000000,16,True,True,True
 دریاچه شهدای خلیج فارس ,130,1401,3,2275000000,11,True,True,True
 پونک ,145,1401,3,14500000000,3,True,True,True
 پاسداران ,159,1398,3,18500000000,4,True,True,True
 چیتگر ,100,1401,2,1230000000,16,True,True,True
 آجودانیه ,196,1389,3,21000000000,4,True,True,True
 چیتگر ,195,1401,3,10530000000,10,True,True,True
 فرمانیه ,175,1385,3,15400000000,4,True,True,True
 شهرک راه‌آهن ,140,1395,3,10970000000,2,True,True,True
 گیشا (کوی نصر) ,98,1372,2,6100000000,1,False,True,True
 سعادت‌آباد ,191,1399,3,20000000000,4,True,True,True
 سعادت‌آباد ,183,1401,3,20300000000,3,True,True,True
 سعادت‌آباد ,215,1399,3,20800000000,5,True,True,True
 شهرک راه‌آهن ,190,1399,3,14650000000,4,True,True,True
 هروی ,112,1401,2,8960000000,11,True,True,True
 چیتگر ,100,1401,2,1280000000,10,True,True,True
 چیتگر ,50,1401,1,758000000,24,True,True,True
 زعفرانیه ,100,1388,2,16500000000,8,True,True,True
 ولنجک ,125,1401,2,18500000000,3,True,True,True
 زعفرانیه ,257,1387,4,25700000000,1,True,True,True
 ولنجک ,200,1400,3,36000000000,6,True,True,True
 ولنجک ,250,1401,3,49000000000,14,True,True,True
 ولنجک ,180,1401,3,25000000000,5,True,True,True
 سعادت‌آباد ,300,1400,3,46000000000,2,True,True,True
 چیتگر ,115,1401,2,5500000000,25,True,True,True
 دهکده المپیک ,110,1401,3,3410000000,16,True,True,True
 دهکده المپیک ,110,1401,2,3410000000,7,True,True,True
 اتابک ,65,1390,1,1660000000,1,True,False,False
 نیاوران ,95,1397,2,11400000000,2,True,True,True
 وردآورد ,157,1395,3,6500000000,6,True,True,True
 دریاچه شهدای خلیج فارس ,120,1401,3,1440000000,7,True,True,True
 شهر زیبا ,120,1395,2,7900000000,5,True,True,True
 سازمان برنامه ,87,1390,2,5550000000,3,True,True,True
 گیشا (کوی نصر) ,92,1401,2,10500000000,1,True,True,True
 گیشا (کوی نصر) ,70,1400,2,7350000000,1,True,True,True
 گیشا (کوی نصر) ,155,1390,3,14700000000,1,True,True,True
 کوی فردوس ,105,1401,2,7350000000,11,True,True,True
 شهرک راه‌آهن,142,1395,3,8000000000,1,True,True,True
 کوی فردوس ,226,1397,3,20500000000,4,True,True,True
 کوی فردوس ,200,1385,3,14000000000,3,True,True,True
 کوهک,157,1393,3,9400000000,1,True,True,True
 کوهک,188,1401,3,14500000000,2,True,True,True
 شهرک راه‌آهن ,166,1396,3,12500000000,3,True,True,True
 پاسداران ,240,1385,4,21600000000,3,True,True,True
 چیتگر ,102,1401,2,4900000000,29,True,True,True
 آذربایجان,65,1389,2,2750000000,4,False,True,True
 کوی فردوس ,230,1397,3,20700000000,4,True,True,True
 یوسف‌آباد ,120,1382,2,8000000000,2,True,True,True
 نیاوران ,84,1397,2,10800000000,4,True,True,True
 صادقیه ,107,1396,2,8200000000,4,True,True,True
 کوی فردوس ,140,1399,3,11500000000,1,True,True,True
 صادقیه ,157,1388,3,9500000000,2,True,True,True
 چیتگر ,105,1401,3,6300000000,11,True,True,True
 سعادت‌آباد ,151,1398,3,23000000000,4,True,True,True
 گیشا (کوی نصر) ,78,1395,2,6700000000,4,True,True,True
 قیطریه,165,1401,3,21450000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,112,1400,2,4480000000,2,True,True,True
 چیتگر ,100,1401,2,1250000000,16,True,True,True
 سازمان آب ,57,1382,1,3500000000,1,False,True,True
 شهرک راه‌آهن ,150,1401,3,12400000000,2,True,True,True
 توانیر ,90,1395,2,8000000000,4,True,True,True
 شهرک نفت (منطقه ۵) ,61,1386,1,4160000000,2,True,True,True
 آذربایجان ,60,1400,1,3380000000,2,True,False,False
 سلسبیل ,50,1386,1,2200000000,1,False,True,True
 دریاچه شهدای خلیج فارس ,70,1401,2,1200000000,18,True,True,True
 بهجت‌آباد ,143,1401,3,9700000000,5,True,True,True
 جردن ,120,1371,2,8600000000,2,True,True,True
 ونک ,90,1390,2,7800000000,2,True,True,True
 پاسداران ,185,1401,3,15725000000,10,True,True,True
 پونک ,81,1390,2,5600000000,1,True,True,True
 دکتر هوشیار ,60,1391,2,3250000000,3,True,False,False
 صادقیه ,115,1393,2,7490000000,3,True,True,True
 شهرک شریعتی ,158,1398,3,5798600000,6,True,True,True
 پاسداران ,150,1398,3,15500000000,3,True,True,True
 پونک ,62,1401,1,6800000000,1,True,True,True
 شهرک راه‌آهن ,169,1397,3,10500000000,3,True,True,True
 شهرک راه‌آهن ,167,1397,3,10000000000,2,True,True,True
 شهرک راه‌آهن ,165,1395,3,9500000000,3,True,True,True
 شاهین ,125,1400,3,11250000000,2,True,True,True
 عباس‌آباد ,73,1378,2,3800000000,1,False,False,False
 شهرک راه‌آهن ,198,1401,3,14050000000,1,True,True,True
 چیتگر ,107,1401,2,4650000000,6,True,True,True
 اباذر ,79,1385,2,4700000000,1,True,True,True
 قلهک ,86,1380,2,6300000000,3,False,True,True
 یوسف‌آباد ,57,1381,1,4100000000,3,False,True,True
 چیتگر ,100,1401,2,1750000000,30,True,True,True
 کوی فردوس ,115,1387,2,7150000000,5,True,True,True
 کوی فردوس ,87,1384,2,5200000000,1,True,True,True
 کوی فردوس ,95,1384,2,5700000000,3,True,True,True
 شهران شمالی ,58,1400,1,4060000000,3,True,True,True
 سلسبیل,75,1388,2,2850000000,4,False,True,True
 سعادت‌آباد ,135,1400,3,11700000000,4,True,True,True
 کوی فردوس ,58,1382,1,3570000000,2,False,True,True
 کوی فردوس ,81,1396,2,5390000000,3,True,True,True
 شهرک راه‌آهن ,136,1400,3,4950000000,4,True,True,True
 مرزداران ,87,1401,2,6850000000,4,True,True,True
 سازمان برنامه ,60,1382,2,4100000000,2,False,True,True
 پاسداران ,290,1401,4,36000000000,12,True,True,True
 سعادت‌آباد ,155,1395,3,13300000000,2,True,True,True
 ابوذر (منطقه ۱۵) ,68,1380,2,2900000000,4,False,True,True
 پونک ,68,1401,1,7600000000,2,True,True,True
 افسریه ,150,1401,3,5200000000,4,True,True,True
 گیشا (کوی نصر) ,102,1394,2,9100000000,5,True,True,True
 جنت‌آباد جنوبی ,115,1389,2,7530000000,3,True,True,True
 جنت‌آباد جنوبی ,65,1385,2,4300000000,5,True,True,True
 جنت‌آباد جنوبی ,95,1394,2,7290000000,4,True,True,True
 کوی فردوس ,140,1401,3,10500000000,3,True,True,True
 پاسداران ,145,1401,2,24700000000,2,True,True,True
 چیتگر ,110,1401,2,3410000000,12,True,True,True
 پاسداران ,200,1385,3,16300000000,4,True,True,True
 پاسداران ,190,1385,3,16800000000,5,True,True,True
 جنت‌آباد جنوبی ,90,1397,2,6450000000,4,True,True,True
 کوی مهران ,67,1383,2,4400000000,4,True,True,True
 شهرک راه‌آهن ,105,1401,2,6300000000,6,True,True,True
 شهر زیبا ,57,1399,1,4350000000,4,True,True,True
 هروی ,150,1400,3,15000000000,4,True,True,True
 نیاوران ,100,1397,2,10000000000,1,True,True,True
 پاسداران ,185,1401,3,14245000000,7,True,True,True
 الهیه ,161,1400,3,42000000000,16,True,True,True
 اباذر ,98,1395,2,6750000000,3,True,True,True
 هروی ,85,1390,2,6600000000,4,True,True,True
 پونک ,60,1388,1,3840000000,2,True,True,True
 دهکده المپیک ,112,1401,2,1512000000,15,True,True,True
 مبارک‌آباد بهشتی ,145,1399,3,2320000000,3,True,True,True
 شهرک راه‌آهن ,137,1401,3,4880000000,5,True,True,True
 گیشا (کوی نصر) ,167,1394,3,15100000000,2,True,True,True
 زعفرانیه ,164,1384,3,19500000000,3,True,True,True
 جنت‌آباد جنوبی ,55,1387,1,3556000000,1,True,True,True
 هروی ,128,1401,2,10240000000,6,True,True,True
 زعفرانیه ,650,1401,4,350000000000,8,True,True,True
 دریاچه شهدای خلیج فارس ,120,1400,2,4500000000,7,True,True,True
 کوی فردوس ,90,1386,2,5400000000,2,True,True,True
 پاسداران ,177,1401,3,13275000000,11,True,True,True
 زعفرانیه ,170,1401,3,34000000000,2,True,True,True
 پاسداران,180,1401,3,13500000000,11,True,True,True
 پاسداران,117,1401,2,9360000000,11,True,True,True
 کوی فردوس ,88,1387,2,5300000000,2,True,True,True
 کوی فردوس ,115,1401,2,7600000000,3,True,True,True
 شهرک راه‌آهن ,111,1401,2,5300000000,29,True,True,True
 پونک ,61,1373,2,3420000000,1,False,False,False
 شهرک راه‌آهن ,109,1401,2,4600000000,22,True,True,True
 یاخچی‌آباد,115,1401,2,4025000000,1,True,True,True
 هروی ,175,1401,3,13125000000,11,True,True,True
 پاسداران ,108,1401,2,8640000000,11,True,True,True
 تهرانپارس غربی ,188,1401,3,16920000000,11,True,True,True
 اقدسیه ,117,1401,2,9360000000,10,True,True,True
 جنت‌آباد مرکزی ,125,1396,3,9000000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,120,1401,3,1440000000,8,True,True,True
 نیاوران ,240,1401,3,36000000000,5,True,True,True
 پاسداران ,170,1401,3,23800000000,5,True,True,True
 کوی فردوس ,122,1401,3,8200000000,3,True,True,True
 شهر زیبا ,165,1382,3,8600000000,5,True,True,True
 امانیه ,98,1394,2,9310000000,3,True,True,True
 سبلان ,88,1401,2,3500000000,3,True,True,True
 دهکده المپیک ,55,1401,1,1705000000,8,True,True,True
 چیتگر ,110,1401,2,1210000000,12,True,True,True
 ظفر ,98,1401,2,9000000000,4,True,True,True
 سعادت‌آباد,104,1394,2,10000000000,6,True,True,True
 کوی فردوس ,121,1392,3,8600000000,5,True,True,True
 چیتگر ,90,1401,2,2016000000,12,True,True,True
 دهکده المپیک ,110,1401,3,3410000000,20,True,True,True
 دهکده المپیک ,85,1401,2,2635000000,19,True,True,True
 دهکده المپیک ,55,1401,1,1705000000,21,True,True,True
 چیتگر ,95,1401,2,617500000,9,True,True,True
 الهیه ,157,1387,3,25000000000,1,True,True,True
 زعفرانیه ,225,1392,3,31500000000,4,True,True,True
 سلسبیل ,49,1389,1,2300000000,1,False,True,True
 چیتگر ,150,1401,3,3075000000,25,True,True,True
 الهیه ,139,1398,3,34750000000,5,True,True,True
 ظفر ,80,1391,2,6000000000,4,True,True,True
 میرداماد ,150,1386,3,11600000000,5,True,True,True
 ظفر ,165,1388,3,10500000000,3,True,True,True
 ولنجک ,115,1390,2,14500000000,5,True,True,True
 قیطریه ,135,1400,3,19000000000,5,True,True,True
 خاوران,56,1383,1,1300000000,1,False,True,True
 کوهک ,142,1394,2,6550000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,142,1401,3,2250000000,15,True,True,True
 دریاچه شهدای خلیج فارس ,110,1398,2,5500000000,18,True,True,True
 جنت‌آباد جنوبی ,98,1383,2,4980000000,3,False,True,True
 چیتگر ,110,1401,2,1815000000,25,True,True,True
 پاسداران ,300,1400,4,45000000000,6,True,True,True
 دریاچه شهدای خلیج فارس ,99,1401,2,1750000000,8,True,True,True
 پاسداران ,255,1401,3,48500000000,6,True,True,True
 دریاچه شهدای خلیج فارس ,96,1401,2,1750000000,7,True,True,True
 چیتگر,100,1401,2,1795000000,11,True,True,True
 سلسبیل ,68,1380,2,2260000000,3,False,False,False
 جیحون ,97,1401,2,4350000000,3,True,True,True
 خلیج فارس,130,1401,3,2275000000,5,True,True,True
 شهرک راه‌آهن ,55,1401,1,1650000000,12,True,True,True
 دهکده المپیک ,85,1401,2,2620000000,14,True,True,True
 الهیه ,500,1401,4,150000000000,10,True,True,True
 چیتگر ,50,1401,2,753000000,17,True,True,True
 مبارک‌آباد بهشتی ,140,1399,3,2170000000,2,True,True,True
 زعفرانیه ,170,1401,3,34000000000,4,True,True,True
 کرمان ,38,1382,1,1455000000,1,False,False,False
 نیاوران ,100,1391,2,9900000000,2,True,True,True
 پاسداران ,115,1400,2,11000000000,4,True,True,True
 هروی ,165,1401,3,18500000000,7,True,True,True
 پاسداران ,195,1382,3,16200000000,4,True,True,True
 هروی ,160,1401,3,11900000000,1,True,True,True
 صادقیه ,120,1395,2,6990000000,3,True,True,True
 ازگل ,464,1398,2,49900000000,1,True,True,True
 کوی فردوس ,63,1386,2,4100000000,4,True,True,True
 شهرک غرب ,100,1398,2,15900000000,4,True,True,True
 چیتگر ,20,1401,1,390000000,21,True,True,True
 صادقیه,100,1385,2,6000000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,110,1398,2,4900000000,2,True,True,True
 پاسداران ,195,1381,3,16300000000,5,True,True,True
 دریاچه شهدای خلیج فارس ,100,1401,2,1750000000,12,True,True,True
 چیتگر ,100,1401,3,1750000000,16,True,True,True
 چیتگر ,102,1401,2,1750000000,12,True,True,True
 سعادت‌آباد,126,1399,2,14000000000,3,True,True,True
 آجودانیه ,190,1392,3,23000000000,1,True,True,True
 فرمانیه ,174,1391,3,23700000000,3,True,True,True
 چیتگر ,120,1401,3,1620000000,10,True,True,True
 شهران جنوبی ,90,1389,2,5580000000,4,True,True,True
 شهران شمالی ,95,1398,2,6450000000,5,True,True,True
 سیدخندان ,110,1385,2,7500000000,5,True,True,True
 دهکده المپیک ,85,1401,2,2550000000,15,True,True,True
 شهرک راه‌آهن ,165,1401,3,5089500000,14,True,True,True
 دریاچه شهدای خلیج فارس ,74,1401,2,1365000000,3,True,True,True
 افسریه,73,1375,2,1950000000,1,False,False,False
 زعفرانیه ,180,1394,3,44000000000,5,True,True,True
 پاسداران ,160,1397,3,21500000000,3,True,True,True
 شهر زیبا ,70,1398,1,3980000000,4,True,True,True
 اباذر,122,1395,2,8800000000,6,True,True,True
 جنت‌آباد مرکزی ,103,1399,2,7400000000,5,True,True,True
 فرمانیه ,140,1390,3,15000000000,4,True,True,True
 ولنجک ,155,1398,3,24000000000,3,True,True,True
 سعادت‌آباد ,148,1385,3,13000000000,5,True,True,True
 سعادت‌آباد ,70,1386,2,6500000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,156,1392,3,9360000000,1,True,True,True
 امیرآباد,248,1400,4,26000000000,2,True,True,True
 پیروزی,59,1382,1,2180000000,10,False,True,True
 جنت‌آباد مرکزی ,80,1387,2,4700000000,1,False,True,True
 دریاچه شهدای خلیج فارس ,105,1401,2,8500000000,4,True,True,True
 آهنگ,41,1385,1,1330000000,4,False,False,False
 فرمانیه ,214,1386,3,34000000000,3,True,True,True
 الهیه ,160,1381,3,16000000000,3,True,True,True
 کوی فردوس ,60,1401,1,3950000000,6,True,True,True
 جنت‌آباد جنوبی ,125,1386,3,7500000000,2,True,True,True
 زعفرانیه ,310,1401,4,68000000000,11,True,True,True
 خزانه ,40,1401,1,1360000000,1,True,False,False
 پاسداران ,147,1393,3,14200000000,3,True,True,True
 چیتگر ,130,1401,3,1560000000,11,True,True,True
 شاهین ,135,1401,3,11500000000,3,True,True,True
 دهکده المپیک ,165,1401,3,5115000000,20,True,True,True
 اباذر ,80,1385,2,5550000000,1,True,True,True
 جنت‌آباد جنوبی ,140,1396,3,9050000000,5,True,True,True
 جنت‌آباد جنوبی ,128,1393,2,8960000000,3,True,True,True
 قیطریه ,179,1401,3,13425000000,11,True,True,True
 شهران جنوبی ,75,1400,2,6100000000,5,True,True,True
 پیروزی ,85,1384,2,3230000000,2,True,False,False
 ازگل ,115,1388,2,9200000000,1,True,True,True
 امامزاده قاسم ,107,1401,2,7450000000,3,True,True,True
 پونک ,160,1401,3,14000000000,4,True,True,True
 پونک ,150,1401,3,11300000000,2,True,True,True
 چیتگر ,100,1401,2,1650000000,22,True,True,True
 شهر زیبا ,68,1395,1,4390000000,2,True,True,True
 خانی‌آباد نو ,67,1376,1,1800000000,1,False,False,False
 دریاچه شهدای خلیج فارس ,127,1391,2,4400000000,4,True,True,True
 ایران,48,1386,1,1500000000,1,False,False,False
 یافت‌آباد,55,1399,1,1100000000,2,False,False,False
 نیاوران ,194,1401,3,29100000000,3,True,True,True
 نیاوران ,290,1401,4,58000000000,2,True,True,True
 چیتگر ,130,1401,3,2275000000,8,True,True,True
 الهیه ,241,1401,3,38560000000,4,True,True,True
 زعفرانیه ,265,1387,4,26500000000,4,True,True,True
