district,area,year,rooms,value,floor,elevator,parking,warehouse
 سلسبیل ,90,1399,2,3600000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,154,1400,3,5800000000,15,True,True,True
 جنت‌آباد مرکزی ,140,1390,3,9100000000,1,True,True,True
 مرزداران ,105,1385,2,7500000000,2,True,True,True
 سلسبیل ,118,1399,3,5750000000,3,True,True,True
 سلسبیل ,44,1380,1,1350000000,4,False,False,False
 سعادت‌آباد ,130,1396,2,13000000000,6,True,True,True
 نواب ,58,1391,1,1670000000,3,True,False,False
 شهرک ولیعصر ,107,1401,2,2900000000,1,True,True,True
 جیحون ,48,1399,1,2600000000,4,True,True,True
 هروی ,97,1393,2,7000000000,2,True,True,True
 مبارک‌آباد بهشتی ,77,1399,2,1360000000,2,True,True,True
 جنت‌آباد مرکزی ,121,1400,2,8490000000,4,True,True,True
 یوسف‌آباد ,103,1385,2,8350000000,12,True,True,True
 جیحون ,75,1401,2,3700000000,2,True,True,True
 جنت‌آباد مرکزی ,80,1390,2,4600000000,2,False,True,True
 بریانک ,53,1383,1,1700000000,3,False,True,True
 هفت چنار ,30,1382,1,1190000000,2,False,False,False
 جیحون ,48,1380,1,1550000000,2,False,False,False
 شهران جنوبی ,89,1386,2,4950000000,5,True,True,True
 شهران شمالی ,82,1387,2,5020000000,5,True,True,True
 دکتر هوشیار ,55,1386,1,2547000000,1,False,True,True
 مرزداران ,162,1400,3,18954000000,2,True,True,True
 چیتگر ,97,1401,2,1750000000,3,True,True,True
 شهر زیبا ,65,1390,1,4400000000,5,True,True,True
 امیرآباد ,125,1401,2,11450000000,4,True,True,True
 امیرآباد ,145,1399,3,12950000000,2,True,True,True
 سعادت‌آباد ,100,1381,2,8500000000,2,True,True,True
 سعادت‌آباد ,136,1392,3,15000000000,4,True,True,True
 سعادت‌آباد ,95,1385,2,8500000000,5,True,True,True
 سعادت‌آباد,120,1385,2,12500000000,6,True,True,True
 سعادت‌آباد ,200,1385,3,28000000000,5,True,True,True
 الهیه ,240,1399,4,28800000000,5,True,True,True
 جنت‌آباد مرکزی ,85,1387,2,4900000000,5,True,True,True
 جنت‌آباد مرکزی ,77,1385,2,4700000000,1,False,True,True
 نیاوران ,140,1400,3,19000000000,7,True,True,True
 پونک,82,1392,2,6750000000,5,True,True,True
 صادقیه,65,1388,1,4650000000,2,True,True,True
 پونک ,65,1385,1,3400000000,3,False,True,True
 اوقاف,176,1386,3,5950000000,2,False,True,True
 جنت‌آباد مرکزی ,86,1387,2,5400000000,4,True,True,True
 شهر زیبا ,80,1401,2,4960000000,6,True,True,True
 شهر زیبا ,110,1401,3,6820000000,6,True,True,True
 الهیه ,160,1387,3,26000000000,4,True,True,True
 جنت‌آباد شمالی ,118,1401,3,8800000000,5,True,True,True
 قیطریه ,152,1390,3,16200000000,1,True,True,True
 اباذر ,71,1385,2,4900000000,1,True,True,True
 گیشا (کوی نصر) ,70,1390,2,6000000000,4,True,True,True
 نواب,81,1398,2,2650000000,2,True,True,True
 سازمان برنامه ,51,1391,1,3850000000,3,True,True,True
 جنت‌آباد جنوبی ,73,1384,2,3670000000,3,False,False,False
 نیاوران ,135,1385,3,13000000000,3,True,True,True
 فرمانیه ,168,1398,3,16150000000,4,True,True,True
 ولنجک ,400,1397,4,108000000000,10,True,True,True
 سعادت‌آباد ,100,1401,2,11500000000,3,True,True,True
 قیطریه ,200,1388,3,20500000000,7,True,True,True
 جیحون ,70,1371,2,2300000000,2,False,False,False
 سلسبیل ,45,1381,1,1600000000,2,False,False,False
 اختیاریه,90,1401,2,8200000000,2,True,True,True
 اختیاریه,135,1401,3,13700000000,2,True,True,True
 اختیاریه,110,1380,2,8800000000,3,False,True,True
 سازمان برنامه ,35,1384,1,3150000000,5,True,True,True
 قیطریه ,65,1384,1,8000000000,4,True,True,True
 شیان ,90,1401,2,9900000000,5,True,True,True
 نیاوران ,103,1397,2,8790000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,100,1401,2,1750000000,11,True,True,True
 تهرانپارس غربی ,122,1400,3,9350000000,2,True,True,True
 پاسداران ,225,1387,3,21100000000,3,True,True,True
 دریان‌نو ,85,1400,2,5600000000,3,True,True,True
 ستارخان ,85,1400,2,5600000000,3,True,True,True
 شهرک غرب ,78,1381,2,7650000000,6,True,True,True
 شهرک غرب ,133,1383,3,11750000000,5,True,True,True
 شهرک غرب ,126,1381,3,8850000000,2,False,True,True
 شهرک غرب ,80,1382,2,6800000000,4,True,True,True
 سعادت‌آباد ,98,1386,2,9000000000,2,True,True,True
 شهر زیبا ,84,1398,2,5250000000,3,True,True,True
 شهران شمالی ,62,1384,2,3750000000,2,False,True,True
 چیتگر ,125,1401,3,1375000000,15,True,True,True
 شمس‌آباد ,93,1390,2,6045000000,2,True,True,True
 جیحون ,90,1396,2,3250000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,88,1392,2,4590000000,10,True,True,True
 دریاچه شهدای خلیج فارس ,50,1400,2,770000000,12,True,True,True
 چیتگر ,50,1401,2,770000000,28,True,True,True
 جنت‌آباد مرکزی ,100,1397,2,6800000000,5,True,True,True
 نواب ,69,1373,2,1820000000,2,False,False,False
 شهر زیبا ,82,1396,2,4950000000,1,True,True,True
 جماران ,300,1393,4,30000000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,100,1401,2,1750000000,7,True,True,True
 نیاوران ,149,1401,2,26000000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,105,1401,2,1740000000,15,True,True,True
 شهران شمالی ,66,1394,1,4300000000,3,True,True,True
 نارمک ,112,1399,3,9520000000,2,True,True,True
 جنت‌آباد مرکزی ,75,1383,2,4350000000,5,True,True,True
 ونک ,125,1385,3,10535000000,3,True,True,True
 نیلوفر ,250,1398,3,27500000000,2,True,True,True
 دریاچه شهدای خلیج فارس,100,1394,2,5400000000,4,True,True,True
 شهرک غرب,135,1401,3,18000000000,3,True,True,True
 فیروزآبادی,99,1399,2,2850000000,7,True,True,True
 پونک,122,1396,3,10000000000,3,True,True,True
 استاد معین ,47,1396,1,2320000000,4,True,False,False
 استاد معین ,95,1397,2,4520000000,6,True,True,True
 سعادت‌آباد ,117,1400,2,16500000000,1,True,True,True
 کوی فردوس ,58,1400,1,4100000000,4,True,True,True
 الهیه ,160,1387,3,22000000000,4,True,True,True
 کوی فردوس ,85,1383,2,5350000000,4,True,True,True
 مولوی,85,1386,2,3500000000,2,True,True,True
 دارآباد ,98,1401,2,8200000000,2,True,True,True
 سهروردی ,110,1401,2,11000000000,1,True,True,True
 جنت‌آباد شمالی ,103,1382,2,4250000000,4,False,False,False
 کوی فردوس ,56,1388,1,3950000000,3,True,True,True
 سلسبیل ,65,1389,2,2600000000,3,False,True,True
 پونک ,70,1385,2,3950000000,2,False,True,True
 زعفرانیه ,282,1395,4,32500000000,3,True,True,True
 گیشا (کوی نصر) ,136,1399,3,17000000000,2,True,True,True
 گیشا (کوی نصر) ,190,1401,3,24700000000,2,True,True,True
 گیشا (کوی نصر) ,153,1400,3,15000000000,1,True,True,True
 شهر زیبا ,105,1398,2,6250000000,2,True,True,True
 نواب,47,1384,1,1700000000,3,False,False,False
 جنت‌آباد شمالی ,89,1381,2,4700000000,2,False,True,True
 دریاچه شهدای خلیج فارس ,112,1397,2,5500000000,10,True,True,True
 نارمک ,176,1400,3,14000000000,1,True,True,True
 مبارک‌آباد بهشتی ,75,1398,2,1162000000,1,False,False,False
 جنت‌آباد مرکزی ,94,1395,2,5550000000,3,True,True,True
 کوی فردوس ,63,1394,2,4600000000,1,True,True,True
 سرو آزاد ,116,1401,2,5100000000,27,True,True,True
 جنت‌آباد مرکزی ,115,1401,2,9050000000,6,True,True,True
 گیشا (کوی نصر) ,163,1400,3,19560000000,3,True,True,True
 گیشا (کوی نصر) ,165,1395,3,14000000000,2,True,True,True
 گیشا (کوی نصر) ,179,1400,3,17650000000,2,True,True,True
 هروی ,195,1401,3,17700000000,2,True,True,True
 چیتگر ,150,1401,3,2475000000,24,True,True,True
 جردن ,93,1397,2,8500000000,1,True,True,True
 شهرک غرب ,150,1401,3,17000000000,7,True,True,True
 قنات‌کوثر ,85,1395,2,4800000000,2,True,True,True
 نیاوران ,190,1391,3,22000000000,2,True,True,True
 شهرک راه‌آهن ,106,1382,2,6000000000,3,False,True,True
 جلفا ,100,1385,2,6500000000,2,True,False,False
 پونک ,90,1400,2,7000000000,4,True,True,True
 مبارک‌آباد بهشتی ,66,1399,1,1200000000,2,True,False,False
 هروی ,130,1390,3,11000000000,3,True,True,True
 پاسداران ,178,1401,3,16020000000,6,True,True,True
 مبارک‌آباد بهشتی ,107,1400,3,2193000000,2,True,True,True
 ولنجک ,110,1385,2,12000000000,3,True,True,True
 نیاوران ,192,1401,3,25000000000,2,True,True,True
 شارق شرقی ,103,1401,2,5459000000,3,True,True,True
 استاد معین ,112,1400,3,4800000000,6,True,True,True
 سازمان برنامه ,83,1384,2,5300000000,2,True,True,True
 توحید ,99,1395,2,6300000000,3,True,True,True
 مرزداران ,105,1393,3,21000000000,2,True,True,True
 مرزداران ,185,1401,3,16650000000,3,True,True,True
 مرزداران ,130,1399,3,9700000000,3,True,True,True
 مرزداران ,165,1401,3,15675000000,4,True,True,True
 مرزداران ,90,1401,2,9000000000,3,True,True,True
 استخر ,69,1401,2,1373000000,1,True,False,False
 پاسداران ,119,1401,2,9520000000,6,True,True,True
 کوی فردوس ,90,1395,2,5800000000,5,True,True,True
 شهرک غرب ,110,1401,2,15660000000,4,True,True,True
 جیحون ,44,1390,1,1650000000,2,False,True,True
 جیحون ,119,1401,2,4250000000,3,True,True,True
 جنت‌آباد مرکزی ,94,1397,2,6500000000,4,True,True,True
 جردن ,125,1382,3,12120000000,4,True,True,True
 سعادت‌آباد ,125,1401,2,16269000000,4,True,True,True
 درب دوم ,105,1400,2,12000000000,3,True,True,True
 کوی فردوس ,75,1389,2,4450000000,4,True,True,True
 محمودیه ,136,1389,2,17750000000,2,True,True,True
 مخصوص,70,1376,2,1815000000,3,False,False,False
 نارمک ,57,1376,1,2700000000,2,False,False,False
 هروی ,150,1399,3,15000000000,4,True,True,True
 الهیه ,156,1383,3,18700000000,2,True,True,True
 سیدخندان ,76,1401,2,7200000000,4,True,True,True
 الهیه ,373,1386,4,41000000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,140,1401,3,2150000000,15,True,False,False
 آجودانیه ,135,1390,3,12500000000,1,True,True,True
 نارمک ,54,1383,1,3200000000,2,True,False,False
 جی ,90,1401,2,3149000000,1,True,False,False
 گیشا (کوی نصر) ,230,1400,4,24000000000,1,True,True,True
 کامرانیه ,200,1394,3,26000000000,4,True,True,True
 کامرانیه ,175,1388,3,21000000000,5,True,True,True
 فرمانیه ,300,1401,3,56000000000,10,True,True,True
 نیاوران ,150,1401,3,22500000000,5,True,True,True
 کامرانیه ,240,1394,3,30000000000,6,True,True,True
 مسعودیه ,55,1384,1,1550000000,1,False,True,True
 استاد معین ,63,1401,1,28500000000,2,True,True,True
 فلاح ,74,1393,2,2430000000,1,True,False,False
 محمودیه ,200,1396,3,25000000000,5,True,True,True
 زعفرانیه ,240,1401,3,36000000000,4,True,True,True
 سازمان برنامه ,78,1401,2,6300000000,5,True,True,True
 مرزداران ,56,1380,1,3400000000,1,False,False,False
 نارمک ,108,1381,2,6400000000,1,False,True,True
 سعادت‌آباد ,137,1397,3,19000000000,5,True,True,True
 جنت‌آباد جنوبی ,78,1400,2,6300000000,1,True,True,True
 دهکده المپیک ,140,1401,3,1890000000,12,True,True,True
 درب دوم ,114,1392,3,9600000000,4,True,True,True
 سعادت‌آباد,120,1390,2,12000000000,5,True,True,True
 مسعودیه ,86,1399,2,2550000000,2,True,True,True
 یوسف‌آباد ,116,1401,2,13400000000,2,True,True,True
 محمودیه ,160,1401,3,23000000000,7,True,True,True
 کوی مهران,150,1401,3,18500000000,1,True,True,True
 امامزاده قاسم ,222,1389,4,17000000000,1,True,True,True
 چیتگر ,60,1401,1,1277000000,10,True,True,True
 نیاوران ,115,1385,2,11500000000,4,True,True,True
 دروس ,130,1401,2,16875000000,3,True,True,True
 دروس ,130,1400,2,17500000000,5,True,True,True
 قیطریه ,112,1401,2,8960000000,6,True,True,True
 پونک ,164,1400,3,12988888888,7,True,True,True
 ظفر ,130,1398,3,11000000000,2,True,True,True
 گیشا (کوی نصر) ,117,1394,2,12000000000,3,True,True,True
 شهران جنوبی ,84,1399,2,6640000000,2,True,True,True
 گیشا (کوی نصر) ,80,1397,2,6550000000,1,True,True,True
 میرداماد ,210,1401,3,27000000000,4,True,True,True
 گیشا (کوی نصر) ,100,1401,2,10850000000,2,True,True,True
 بریانک ,60,1398,1,2550000000,3,True,True,True
 جنت‌آباد جنوبی ,50,1396,1,3800000000,3,True,True,True
 جنت‌آباد جنوبی ,80,1383,2,4400000000,3,False,True,True
 نارمک ,100,1401,2,9000000000,11,True,True,True
 شهران جنوبی ,142,1395,3,9700000000,2,True,True,True
 نواب ,87,1398,2,2870000000,1,True,True,True
 نیاوران ,130,1401,2,22000000000,4,True,True,True
 کوی مهران ,71,1398,2,6000000000,4,True,True,True
 اباذر ,107,1381,2,6400000000,3,True,True,True
 مرزداران ,167,1400,3,22500000000,4,True,True,True
 اباذر ,115,1401,2,4400000000,1,True,True,True
 کوی فردوس ,71,1388,1,4900000000,1,True,True,True
 صادقیه ,89,1380,2,6500000000,1,True,True,True
 جنت‌آباد مرکزی ,66,1391,1,4500000000,2,True,True,True
 شهران شمالی ,300,1401,3,27550000000,3,True,True,True
 شهرک غرب ,127,1373,2,10500000000,1,False,True,True
 نارمک ,118,1399,3,8400000000,3,True,True,True
 شهرک ژاندارمری ,85,1401,2,7400000000,4,True,True,True
 جیحون ,52,1387,1,1860000000,3,False,False,False
 چیتگر ,115,1401,2,4900000000,5,True,True,True
 شهر زیبا ,78,1401,2,6050000000,3,True,True,True
 جنت‌آباد مرکزی ,124,1400,2,9920000000,7,True,True,True
 جنت‌آباد مرکزی ,80,1384,2,4600000000,3,False,True,True
 قیطریه ,142,1385,3,13500000000,4,True,True,True
 نظام‌آباد ,120,1401,3,5450000000,6,True,True,True
 هروی ,160,1399,3,16000000000,2,True,True,True
 شهر زیبا ,110,1393,2,7550000000,2,True,True,True
 باغ فیض ,110,1401,2,8500000000,1,True,True,True
 استاد معین ,57,1400,1,3020000000,1,True,True,True
 قیطریه,195,1395,3,16670000000,1,True,True,True
 آذربایجان ,60,1383,1,2700000000,1,False,True,True
 پونک ,153,1401,3,13500000000,5,True,True,True
 باغ فیض ,50,1384,1,3500000000,2,True,True,True
 امیرآباد ,142,1401,3,13490000000,4,True,True,True
 شهر زیبا ,64,1386,2,4560000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,112,1401,2,4750000000,22,True,True,True
 جی ,75,1401,2,2650000000,1,True,False,False
 نیاوران ,95,1395,2,11500000000,3,True,True,True
 الهیه ,161,1388,3,26500000000,4,True,True,True
 دربند ,90,1397,2,9500000000,4,True,True,True
 سعادت‌آباد,115,1385,2,10900000000,2,True,True,True
 هروی ,128,1401,2,10240000000,6,True,True,True
 سعادت‌آباد ,150,1386,3,13700000000,2,True,True,True
 پونک,94,1383,2,6400000000,2,False,True,True
 نیاوران ,94,1394,2,9700000000,1,True,True,True
 کوی فردوس ,56,1386,1,4050000000,2,True,True,True
 آهنگ ,57,1401,1,2100000000,4,True,True,True
 نارمک ,59,1387,1,2600000000,3,False,False,False
 کوی فردوس ,52,1392,1,3830000000,4,True,True,True
 استاد معین ,72,1391,2,3100000000,1,True,True,True
 استاد معین ,50,1390,1,2230000000,1,True,False,False
 سیدخندان ,110,1401,2,13750000000,4,True,True,True
 پونک,69,1384,2,3550000000,4,False,True,True
 دریاچه شهدای خلیج فارس ,112,1396,3,5200000000,9,True,True,True
 پونک,142,1391,3,11700000000,1,True,True,True
 جیحون ,61,1386,2,2350000000,1,False,False,False
 پونک ,85,1392,2,5000000000,2,True,False,False
 ولنجک ,220,1401,3,66000000000,4,True,True,True
 نیاوران ,260,1396,4,39000000000,4,True,True,True
 اقدسیه ,287,1392,4,69000000000,4,True,True,True
 تهران‌سر ,118,1401,2,6600000000,1,True,True,True
 جنت‌آباد جنوبی ,62,1389,2,4000000000,1,False,True,True
 سعادت‌آباد ,140,1393,3,15890000000,3,True,True,True
 سعادت‌آباد ,93,1384,2,6000000000,2,False,False,False
 مرزداران ,86,1400,2,7100000000,2,True,True,True
 مرزداران ,98,1381,2,5900000000,5,True,True,True
 چیتگر ,110,1401,2,3410000000,9,True,True,True
 استاد معین ,112,1401,3,6160000000,1,True,True,True
 آذربایجان ,40,1379,1,1950000000,1,False,False,False
 نیاوران ,185,1401,3,31100000000,3,True,True,True
 پاسداران,275,1400,4,41000000000,3,True,True,True
 پاسداران ,111,1396,2,11000000000,2,True,True,True
 ولنجک ,147,1401,3,27500000000,2,True,True,True
 ونک ,115,1392,3,10925000000,10,True,True,True
 مرزداران,86,1400,2,6800000000,3,True,True,True
 شهران شمالی ,71,1385,2,4400000000,3,True,True,True
 نارمک ,48,1385,1,2590000000,3,False,False,False
 نارمک ,56,1401,1,3465000000,2,True,False,False
 جنت‌آباد مرکزی ,120,1398,2,6890000000,3,True,True,True
 جنت‌آباد مرکزی ,80,1400,2,6500000000,5,True,True,True
 جنت‌آباد جنوبی ,72,1380,2,4000000000,3,False,True,True
 جنت‌آباد جنوبی ,115,1387,2,7750000000,4,True,True,True
 جنت‌آباد جنوبی ,85,1386,2,6600000000,3,True,True,True
 جنت‌آباد جنوبی ,163,1401,3,12700000000,3,True,True,True
 جنت‌آباد مرکزی ,103,1400,2,7000000000,3,True,True,True
 جنت‌آباد جنوبی,103,1391,2,7650000000,3,True,True,True
 پاسداران ,108,1401,2,12800000000,1,True,True,True
 شهران شمالی ,65,1400,1,5150000000,4,True,True,True
 پونک ,151,1394,3,9200000000,1,True,True,True
 سیدخندان ,227,1371,4,11900000000,1,False,False,False
 ولنجک ,116,1401,2,25700000000,4,True,True,True
 باغ فیض ,84,1384,2,4190000000,1,True,True,True
 مرزداران ,53,1382,1,3690000000,1,True,True,True
 هروی ,150,1397,3,13600000000,6,True,True,True
 هروی ,90,1393,2,10000000000,2,True,True,True
 هروی ,140,1398,3,15400000000,10,True,True,True
 هروی,128,1401,2,12800000000,7,True,True,True
 هروی ,105,1397,2,11800000000,10,True,True,True
 هروی ,107,1398,2,12200000000,10,True,True,True
 هروی,220,1400,3,22000000000,6,True,True,True
 لویزان ,130,1392,3,8100000000,4,True,True,True
 هروی,125,1400,3,12000000000,4,True,True,True
 آبشار ,101,1401,2,1300000000,12,True,True,True
 پونک ,50,1397,1,3700000000,4,True,True,True
 باغ فیض ,110,1401,2,8400000000,1,True,True,True
 جردن ,142,1385,3,11900000000,3,True,True,True
 سهروردی,60,1376,1,3210000000,4,False,True,True
 سنایی ,145,1400,3,10875000000,2,True,True,True
 بهجت‌آباد,115,1388,2,6785000000,4,True,True,True
 پونک,68,1386,2,4250000000,2,False,True,True
 چیتگر ,50,1401,1,870000000,11,True,True,True
 قبا ,211,1382,3,15950000000,3,True,True,True
 ستارخان ,93,1401,2,7626000000,5,True,True,True
 الهیه ,193,1391,3,27800000000,2,True,True,True
 شهر زیبا ,55,1382,1,3900000000,1,False,True,True
 کوی فردوس ,62,1383,1,3400000000,3,False,True,True
 الهیه ,160,1389,3,25000000000,1,True,True,True
 الهیه ,180,1390,3,26000000000,4,True,True,True
 جنت‌آباد مرکزی ,115,1390,2,6950000000,2,True,True,True
 کوی فردوس,55,1397,1,3800000000,3,True,True,True
 زعفرانیه ,227,1385,3,22500000000,2,True,True,True
 پونک ,147,1391,3,10400000000,2,True,True,True
 پیروزی ,139,1391,3,7800000000,3,True,True,True
 ونک ,180,1371,3,13300000000,1,True,True,True
 اباذر ,154,1400,3,12100000000,5,True,True,True
 آبشار تهران ,140,1401,3,1890000000,11,True,True,True
 سازمان برنامه ,102,1383,3,6120000000,25,True,True,True
 الهیه ,340,1396,4,37400000000,4,True,True,True
 دروس ,270,1398,3,40000000000,1,True,True,True
 دروس ,143,1398,3,19575000000,2,True,True,True
 پاسداران ,280,1398,4,40000000000,8,True,True,True
 ستارخان ,118,1401,2,8775000000,1,True,True,True
 شهرک راه‌آهن ,82,1387,2,5180000000,3,True,True,True
 شهران جنوبی ,63,1383,2,3400000000,3,False,True,True
 نیاوران ,150,1401,3,17400000000,1,True,True,True
 سبلان ,118,1401,3,5400000000,2,True,True,True
 جردن ,120,1400,2,16000000000,2,True,True,True
 سهروردی ,143,1401,3,12441000000,3,True,True,True
 سعادت‌آباد ,190,1399,3,28500000000,6,True,True,True
 سعادت‌آباد ,123,1384,2,15300000000,5,True,True,True
 سعادت‌آباد ,150,1401,3,23250000000,2,True,True,True
 چیتگر ,100,1401,2,1250000000,12,True,True,True
 جیحون ,60,1389,1,2500000000,2,True,False,False
 مرزداران ,93,1389,2,6700000000,3,True,True,True
 مجیدیه ,50,1401,1,1980000000,2,True,False,False
 اقدسیه ,360,1399,4,72000000000,4,True,True,True
 جنت‌آباد جنوبی ,88,1398,2,6400000000,3,True,True,True
 آذربایجان,65,1389,2,2750000000,4,False,True,True
 دکتر هوشیار ,81,1383,2,3300000000,1,False,False,False
 فلاح ,66,1400,1,2250000000,2,True,True,True
 شهرک نفت (منطقه ۵) ,115,1395,2,8100000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,120,1399,2,5500000000,8,True,True,True
 سلسبیل ,68,1371,1,2450000000,2,False,False,False
 استاد معین ,52,1391,1,2250000000,1,True,False,False
 بریانک ,42,1374,1,1260000000,4,False,False,False
 ابوذر (منطقه ۱۵) ,92,1382,2,4050000000,3,True,True,True
 سعادت‌آباد ,280,1386,4,31000000000,4,True,True,True
 جنت‌آباد مرکزی ,85,1393,2,6200000000,2,True,True,True
 مرزداران,85,1400,2,6700000000,3,True,True,True
 جیحون ,113,1372,3,2800000000,2,False,False,False
 پاسداران ,65,1393,1,6800000000,5,True,True,True
 مرزداران,88,1389,2,6700000000,3,True,True,True
 بریانک ,70,1374,1,1870000000,3,False,False,False
 مرزداران ,89,1389,2,6700000000,3,True,True,True
 سلسبیل ,53,1378,2,1800000000,2,False,False,False
 نیاوران ,128,1401,2,29000000000,5,True,True,True
 کوی فردوس,165,1401,3,11000000000,3,True,True,True
 مبارک‌آباد بهشتی ,130,1400,3,2210000000,5,True,True,True
 جیحون ,65,1401,2,3650000000,2,True,True,True
 دروس ,240,1398,3,28800000000,3,True,True,True
 جیحون ,60,1383,2,2600000000,3,False,True,True
 چیتگر ,132,1401,3,5412000000,11,True,True,True
 جنت‌آباد جنوبی,148,1387,3,10400000000,3,True,True,True
 زعفرانیه ,187,1371,3,20000000000,2,False,True,True
 نواب ,45,1382,1,1950000000,1,False,False,False
 جنت‌آباد جنوبی ,83,1380,2,3780000000,3,False,False,False
 دکتر هوشیار,140,1393,3,6150000000,5,True,True,True
 مبارک‌آباد بهشتی ,108,1398,2,1566000000,2,True,False,False
 آذربایجان ,66,1385,2,2750000000,3,False,True,True
 مبارک‌آباد بهشتی ,75,1400,2,1350000000,4,True,True,True
 مبارک‌آباد بهشتی ,55,1399,1,1045000000,1,True,False,False
 استاد معین ,72,1394,2,3640000000,3,True,True,True
 افسریه ,67,1401,2,3200000000,2,True,True,True
 شهرک شهید باقری ,95,1394,2,4600000000,5,True,True,True
 صادقیه ,145,1399,3,9900000000,5,True,True,True
 نارمک ,86,1397,2,5800000000,4,True,True,True
 جنت‌آباد جنوبی ,86,1397,2,5600000000,4,True,True,True
 جنت‌آباد جنوبی ,100,1397,2,7000000000,4,True,True,True
 ستارخان ,89,1397,2,5900000000,1,True,True,True
 پاسداران ,160,1401,3,20800000000,3,True,True,True
 جنت‌آباد جنوبی ,90,1383,2,5300000000,1,False,True,True
 اوقاف ,135,1395,3,6075000000,5,True,True,True
 مرزداران ,127,1393,3,10500000000,4,True,True,True
 ستارخان ,100,1400,2,6500000000,1,True,True,True
 سعادت‌آباد ,130,1400,3,16200000000,3,True,True,True
 سعادت‌آباد ,175,1387,3,18500000000,4,True,True,True
 سعادت‌آباد ,194,1385,3,22000000000,4,True,True,True
 سعادت‌آباد ,158,1400,3,19200000000,4,True,True,True
 سعادت‌آباد ,185,1380,3,11950000000,1,True,True,True
 مرزداران ,91,1391,2,7280000000,1,True,True,True
 پاسداران ,110,1401,2,9900000000,1,True,True,True
 فلاح ,46,1391,1,1470000000,5,True,False,False
 مرزداران ,107,1400,2,11000000000,4,True,True,True
 خاوران ,87,1392,2,1305000000,2,True,True,True
 شهرک غرب ,150,1400,3,23000000000,5,True,True,True
 جنت‌آباد شمالی ,97,1393,2,6800000000,1,True,True,True
 قلهک ,130,1400,2,12350000000,5,True,True,True
 گیشا (کوی نصر) ,85,1393,2,8500000000,3,True,True,True
 جنت‌آباد شمالی,110,1401,2,9700000000,1,True,True,True
 دارآباد ,83,1396,2,6000000000,3,True,True,True
 جی ,56,1398,1,2120000000,1,True,False,False
 بریانک ,95,1398,2,3250000000,4,True,True,True
 زنجان ,70,1381,2,2754900000,3,False,False,False
 استاد معین ,66,1401,1,2800000000,2,True,False,False
 بریانک ,54,1376,1,1590000000,1,False,False,False
 شهرک غرب ,130,1398,3,15600000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,117,1401,2,1870000000,24,True,True,True
 چیتگر ,50,1397,3,795000000,4,True,True,True
 سعادت‌آباد ,95,1392,2,8900000000,1,True,True,True
 شهر زیبا ,111,1401,2,6850000000,1,True,True,True
 مبارک‌آباد بهشتی ,100,1400,2,1900000000,3,True,True,True
 پونک ,535,1401,4,75000000000,5,True,True,True
 شهرک غرب ,138,1396,3,12500000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,157,1396,3,7065000000,1,True,True,True
 اوقاف ,121,1401,2,5929000000,2,True,True,True
 سلسبیل ,60,1380,1,2300000000,4,False,False,False
 شهر زیبا ,81,1392,2,4950000000,1,True,True,True
 فرمانیه ,200,1385,3,25000000000,7,True,True,True
 کامرانیه ,200,1385,3,25000000000,6,True,True,True
 مبارک‌آباد بهشتی ,130,1400,3,2080000000,5,True,True,True
 جوانمرد قصاب ,84,1401,2,1900000000,3,True,True,True
 مرزداران ,90,1397,2,7500000000,5,True,True,True
 پونک ,125,1386,2,7350000000,5,True,True,True
 پونک ,110,1395,2,8190000000,1,True,True,True
 دبستان ,134,1395,3,9200000000,5,True,True,True
 شهرک کیانشهر ,141,1397,2,5300000000,6,True,True,True
 دریاچه شهدای خلیج فارس ,107,1395,2,4850000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,85,1398,2,4700000000,8,True,True,True
 زعفرانیه ,183,1392,3,18300000000,2,True,True,True
 کوی فردوس ,60,1386,1,3700000000,3,True,True,True
 ظفر ,105,1388,2,7100000000,1,True,True,True
 ظفر ,120,1401,2,13200000000,6,True,True,True
 ظفر ,87,1382,2,6960000000,2,True,True,True
 دریاچه شهدای خلیج فارس,144,1394,2,7400000000,19,True,True,True
 شهران جنوبی ,113,1393,2,7495000000,5,True,True,True
 چیذر ,142,1389,3,9230000000,1,True,True,True
 سعادت‌آباد ,140,1387,3,13300000000,2,True,True,True
 جنت‌آباد مرکزی ,105,1395,2,7200000000,3,True,True,True
 خلیج فارس ,50,1396,1,1790000000,4,True,True,True
 الهیه ,310,1400,3,77500000000,10,True,True,True
 مبارک‌آباد بهشتی ,150,1400,3,2550000000,1,True,True,True
 زعفرانیه ,220,1384,3,30000000000,4,True,True,True
 ولنجک ,125,1401,2,17500000000,4,True,True,True
 چیتگر ,50,1401,1,780000000,30,True,True,True
 سعادت‌آباد ,120,1399,2,14000000000,3,True,True,True
 شهر زیبا ,70,1401,2,4200000000,6,True,True,True
 شهر زیبا ,92,1398,2,5600000000,6,True,True,True
