build_year,neighbour_hood,area,floor,rooms,Parking,Elevator,Warehouse,Luxury_features,price,mean,std,median,amin,amax,neighbour_hood_encoded
1401,ویلا,143,3.0,3,0,0,0,0,78321678,66903354.72,17768464.798360683,70320320.0,13700000.0,106164383.0,14
1394,ولنجک,100,7.0,2,1,1,0,0,105000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,دربدوم,80,2.0,2,1,1,1,1,95000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1401,یوسفآباد,185,3.0,3,1,1,1,0,91000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1395,شهرکغرب,130,4.0,2,1,1,1,0,84600000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,سهروردی,203,2.0,3,0,0,0,0,100000000,71720077.34615384,18982876.69976767,69226562.5,30978260.0,120000000.0,15
1401,سهروردیشمالی,190,4.0,3,1,1,1,1,126300000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1400,مهران,173,4.0,3,0,0,0,0,69942196,64591103.89473684,10707892.445230084,63942307.0,44705882.0,109914000.0,13
1387,سازمانبرنامهشمالی,85,2.0,2,1,1,1,0,68235000,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1382,رستمآبادواختیاریه,105,1.0,2,0,0,0,0,90476190,84724602.81395349,18813639.868755408,84931506.0,45700000.0,125000000.0,17
1399,شهرزیبا,76,5.0,2,1,1,1,0,54605000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1397,دربند,94,5.0,2,0,0,0,0,73404255,87552260.21153846,21773516.21710015,86100385.5,24975000.0,140000000.0,18
1398,استخر,72,4.0,2,0,0,0,0,17200000,46048997.75,19167161.196802806,44644562.0,16666666.0,150000000.0,7
1391,شهران,100,4.0,2,0,0,0,0,52500000,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1401,شهرکغرب,120,3.0,2,1,1,1,0,125000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1399,یوسفآباد,228,3.0,3,0,0,0,0,80000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1398,سهروردیشمالی,125,1.0,3,1,1,1,0,95600000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1396,اباذرآیتاللهکاشانی,87,1.0,2,1,1,1,0,65500000,67767307.6923077,17130922.86187605,63550000.0,46000000.0,111000000.0,14
1388,اختیاریه,154,2.0,3,1,1,1,1,90000000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,تجریش,120,5.0,2,0,0,0,0,125000000,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1393,دارآباد,78,3.0,1,1,1,1,0,76923000,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1389,دارآباد,83,3.0,2,0,0,0,0,72289156,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1401,شهرکگلستان,140,25.0,3,1,1,1,0,6429000,23422687.5,9576793.801272782,30000000.0,2496000.0,31000000.0,2
1385,درختیشهرکغرب,120,1.0,3,1,0,1,0,48300000,89576271.18644068,27752808.736284263,78000000.0,48300000.0,131800000.0,18
1395,دهکدهالمپیک,135,17.0,3,0,0,0,0,43925925,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1396,کاشانک,80,4.0,2,0,0,0,0,56250000,100994001.81632653,27326015.094246246,100000000.0,52565789.0,164480874.0,19
1388,شهرکدانشگاه,90,4.0,2,0,0,0,0,46000000,48887203.538461536,12025700.014145697,50000000.0,32000000.0,66956521.0,8
1386,سازمانبرنامهجنوبی,95,2.0,2,1,1,1,1,60000000,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1388,سعادتآباد,200,2.0,3,1,1,1,1,80000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1386,باغفیض,78,3.0,2,1,1,1,0,55800000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1385,محله,195,4.0,3,0,0,0,0,117948717,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1394,بلوارفردوس,112,3.0,2,0,0,0,1,63839285,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1400,نیاوران,130,9.0,2,1,1,1,1,139400000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1381,سلسبیلشمالی,55,3.0,1,0,0,1,0,28100000,32773333.333333332,5583453.445758493,33800000.0,22800000.0,46000000.0,4
1397,کن,62,1.0,1,0,0,0,0,47580645,36917688.7368421,10670862.774748493,38596491.0,14705882.0,55294117.0,5
1401,چیتگرشمالی,85,12.0,2,1,1,1,1,30000000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1384,سهروردیشمالی,130,1.0,3,1,1,1,0,53077000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1385,قیطریه,105,1.0,2,1,1,1,0,90500000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1397,شادمهر,89,4.0,2,0,0,0,0,57865168,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1401,امیرآباد,123,3.0,2,1,1,1,0,86700000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1383,سازمانبرنامهشمالی,121,2.0,3,0,0,0,0,69008264,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1390,ایوانکشهرکغرب,121,4.0,2,1,1,0,0,84300000,86669696.96969697,19001998.001007766,83800000.0,65000000.0,152000000.0,18
1401,بلوارکشاورز,115,1.0,2,0,0,0,0,65217391,58160732.057142854,11684939.938943284,58666666.0,35000000.0,78461538.0,12
1401,شهرکشهیدباقری,100,12.0,2,0,0,0,0,13500000,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1399,سعادتآباد,180,4.0,3,1,1,1,1,133300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,سعادتآباد,136,4.0,3,1,1,1,1,115000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1396,اختیاریه,113,4.0,2,1,1,1,0,88500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1395,بلوارفردوسغرب,85,5.0,2,1,1,1,0,63529000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1384,یوسفآباد,100,2.0,2,0,0,0,0,65000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1400,نیاوران,140,7.0,3,1,1,1,1,135714000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1382,قصرالدشت,50,3.0,1,0,0,0,1,38000000,40512542.72727273,5825967.187903004,42188000.0,28600000.0,47500000.0,6
1385,شهرکشهیدباقری,85,4.0,2,0,0,0,0,37647058,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1401,ولنجک,210,1.0,3,1,1,0,0,200000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1371,محله,145,2.0,1,0,0,0,0,58620689,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1382,جنتآبادمرکزی,64,3.0,1,0,0,0,0,54687500,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1384,پونک,81,6.0,2,1,1,1,0,62300000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1389,آرارات,120,2.0,2,0,0,0,0,90000000,89671504.83333333,16318027.58037245,90138888.5,44796296.0,111111111.0,18
1385,سعادتآباد,83,6.0,2,1,1,1,0,66300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,بلوارفردوسغرب,135,2.0,3,1,1,1,0,72593000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1389,جنتآبادجنوبی,85,4.0,2,1,1,1,0,60400000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1394,کوهک,70,7.0,1,0,0,0,0,55542857,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1398,زعفرانیه,140,3.0,3,1,1,1,0,135700000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1392,قلهک,123,2.0,3,0,0,0,0,79674796,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1386,سعادتآباد,106,3.0,2,1,1,1,0,60377000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1398,شادمهر,95,4.0,2,0,0,0,0,65263157,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1399,شهرکغرب,106,5.0,2,1,1,0,0,85800000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1396,پونک,85,6.0,2,1,1,1,1,76471000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,شهرکراهآهن,112,19.0,2,1,1,1,1,30446000,27078892.85714286,11496601.497330287,29664000.0,11765000.0,85106000.0,2
1400,ولنجک,135,2.0,2,0,0,0,0,125925925,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1389,جنتآبادمرکزی,94,2.0,2,1,1,1,0,62800000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1399,شهرکدانشگاهشریف,106,1.0,2,0,0,0,0,45283018,39437721.26785714,9155991.121027743,40773219.5,15042735.0,57000000.0,6
1401,آجودانیه,194,7.0,3,0,0,0,0,74484536,117281005.20143884,30616760.28614428,107894736.0,60700000.0,194915000.0,20
1401,جنتآبادشمالی,140,9.0,3,1,1,1,0,6800000,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1383,باغفیض,78,2.0,2,1,1,1,0,59615000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,طرشت,120,3.0,3,0,0,0,0,60833333,52414594.39473684,9425030.51206313,53108620.5,16504000.0,70370370.0,9
1386,سعادتآباد,148,2.0,3,1,1,1,0,81081000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,ولنجک,120,3.0,2,1,1,1,1,135400000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1393,شاهین,120,2.0,3,0,0,0,0,56666666,62296666.10526316,8835506.952576779,62612612.0,46500000.0,94444444.0,13
1401,شمسآباد,185,3.0,3,0,0,0,0,90810810,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1396,شهرکغرب,205,3.0,3,1,1,1,1,195122000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1384,شمسآباد,87,2.0,2,1,1,1,0,60000000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1397,دولت(کلاهدوز),100,1.0,2,0,0,0,0,85000000,86408329.06666666,15560115.216477502,83333333.0,58952380.0,125000000.0,17
1392,باغفیض,81,4.0,2,1,1,1,0,64198000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,دهکدهالمپیک,110,21.0,2,1,1,1,1,30000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1401,تجریش,65,2.0,2,0,0,0,0,83076923,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1390,محمودیه,140,5.0,3,1,1,1,0,100000000,129194256.39393939,31890018.965248328,126372058.5,83300000.0,204500000.0,20
1396,مرزداران,105,3.0,2,1,1,1,0,95238000,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1401,توانیر,154,3.0,3,0,0,0,0,93506493,77745879.42857143,18533690.044371728,80000000.0,17500000.0,115000000.0,16
1379,نصرت,87,3.0,2,0,0,0,0,46551724,49115041.63414634,7517212.792917308,48837209.0,33000000.0,64705882.0,8
1400,وردآوردشمالی,135,3.0,3,0,0,0,0,38000000,27900492.13559322,9230648.12262847,26000000.0,8783783.0,65217391.0,2
1400,ظفر,109,6.0,2,1,1,1,1,96330000,79304783.43010753,13316713.604578326,76000000.0,51428571.0,120000000.0,16
1400,باغفیض,115,2.0,2,1,1,0,0,73000000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1385,جنتآبادشمالی,68,2.0,2,1,1,1,0,61618000,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1401,دریاچهشهدایخلیجفارس,150,8.0,3,1,1,1,1,22400000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1383,جنتآبادجنوبی,60,1.0,1,1,0,1,0,60000000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1395,امامزادهقاسم,135,1.0,3,0,0,0,0,81481481,103519398.47826087,36643684.41751441,96551724.0,47058823.0,200000000.0,19
1401,شریعتی,110,2.0,2,1,1,1,0,54364000,58691142.85714286,13937888.001067938,56668500.0,42520000.0,109091000.0,12
1396,مرزداران,106,3.0,2,0,0,0,0,92452830,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1401,سعادتآباد,135,1.0,2,1,1,1,1,170400000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1381,سعادتآباد,47,1.0,1,0,0,1,0,81300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1390,سعادتآباد,66,0.0,1,1,1,1,0,75800000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1389,حکمت,90,4.0,2,1,1,1,0,111111000,103768487.234375,23490170.168967884,100704225.0,52564102.0,160600000.0,19
1391,ستارخان,94,4.0,2,0,0,0,0,47872340,57563798.32911392,12955966.976915833,58762886.0,13800000.0,91666666.0,12
1389,دزاشیب,150,1.0,3,0,0,0,1,85000000,94111207.43689321,23041493.361241512,88200000.0,13500000.0,150000000.0,19
1401,شهرکشهیدباقری,105,15.0,2,1,1,1,1,13333000,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1385,سیدخندان,88,4.0,2,0,0,0,0,58000000,74917467.80246913,16287576.630861968,75000000.0,34950495.0,114845000.0,16
1386,پونک,65,0.0,2,1,1,1,0,50000000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,آبشار,101,12.0,2,0,0,0,0,12871287,30937718.714285713,12550484.596114278,30000000.0,7166666.0,59239130.0,3
1387,دهکدهالمپیک,125,1.0,2,0,0,0,0,38800000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1381,دربدوم,110,4.0,2,0,1,1,0,59100000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1401,ظفر,106,5.0,2,1,1,1,0,84900000,79304783.43010753,13316713.604578326,76000000.0,51428571.0,120000000.0,16
1394,جنتآبادشمالی,132,4.0,3,1,1,1,0,67803000,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1401,دهکدهالمپیک,55,17.0,1,1,1,1,0,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1387,شهرکشهیدباقری,65,1.0,1,0,0,0,0,33846153,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1401,دریاچهشهدایخلیجفارس,55,21.0,1,1,1,1,1,31000000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1400,شهرکغرب,116,2.0,2,1,1,1,0,89700000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1397,دریاچهشهدایخلیجفارس,132,16.0,3,1,1,1,0,55303000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1399,سعادتآباد,110,3.0,2,1,1,0,0,80000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1381,جوادیهمنطقه4,81,2.0,2,0,0,0,0,45061728,36688465.95348837,8783996.541372618,36931818.0,14200000.0,54000000.0,5
1397,امیرآباد,113,3.0,2,1,1,1,0,75752000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1398,کامرانیه,136,5.0,3,1,1,1,1,160700000,114189217.13235295,31526742.19592267,105500000.0,66500000.0,203209000.0,19
1400,الهیه,136,6.0,3,1,1,1,0,180100000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1401,پاسداران,181,7.0,3,1,1,0,1,75000000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1401,دهکدهالمپیک,85,13.0,3,0,0,0,0,30588235,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1401,نوبنیاد,115,4.0,2,0,0,0,0,83478260,76951823.97142857,10289991.149308456,76804123.0,51666666.0,100000000.0,16
1401,کوهک,110,12.0,2,1,1,1,1,30000000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1387,نیاوران,100,2.0,2,1,0,0,0,94500000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1400,شاهین,120,4.0,2,0,0,0,0,73916666,62296666.10526316,8835506.952576779,62612612.0,46500000.0,94444444.0,13
1397,پونک,67,1.0,1,0,0,0,0,71940298,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1397,اسکندری,130,3.0,2,0,0,0,0,31153846,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1384,فاطمی,85,3.0,2,0,0,0,0,62941176,65088203.4537037,14757932.947273208,65342909.5,29333333.0,130000000.0,14
1395,درختیشهرکغرب,134,1.0,3,1,1,1,0,74600000,89576271.18644068,27752808.736284263,78000000.0,48300000.0,131800000.0,18
1378,دبستان,70,1.0,2,0,0,0,0,55714285,57984879.43636364,9217938.003783094,60092592.0,37627118.0,77013888.0,12
1400,فرشته,209,4.0,3,1,1,1,1,149000000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1375,رودکی,48,1.0,1,0,0,0,1,33958333,37449243.5,8728710.64975918,34940475.5,22769230.0,53225806.0,5
1400,امیرآباد,158,1.0,3,1,1,1,1,91800000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1390,شهرجدیداندیشه,47,2.0,1,0,0,0,0,12340425,12340425.0,,12340425.0,12340425.0,12340425.0,1
1373,نیاوران,120,1.0,2,1,0,1,0,91000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1394,باغفیض,90,4.0,2,1,1,1,0,64444000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1380,جنتآبادجنوبی,70,2.0,2,1,0,1,0,48600000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,رستمآبادواختیاریه,180,1.0,3,0,0,0,0,80000000,84724602.81395349,18813639.868755408,84931506.0,45700000.0,125000000.0,17
1400,تجریش,108,1.0,2,0,0,0,0,103703703,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1401,هروی,190,2.0,3,0,0,0,0,72994736,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1401,جنتآبادشمالی,124,3.0,2,0,0,0,1,64435483,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1385,شهرکشهیدباقری,86,1.0,2,0,0,0,0,45348837,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1395,چیذر,155,3.0,3,0,0,0,0,90967741,84899359.3877551,24304643.35013673,81560283.0,12936000.0,140217391.0,17
1399,اوقاف,130,4.0,3,0,0,0,0,63846153,47327041.43678161,9038747.770848209,47340425.0,26086956.0,71839080.0,8
1400,اختیاریه,82,3.0,2,1,1,1,0,80500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,استادمعین,118,2.0,2,1,1,1,0,44915000,44263980.72131147,7208221.048194331,44702000.0,13800000.0,55882000.0,7
1394,مرزداران,182,2.0,3,1,1,1,0,80800000,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1399,اختیاریه,113,3.0,2,1,1,1,0,97300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,بلوارفردوس,120,1.0,2,1,1,1,0,59600000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1401,اقدسیه,175,5.0,3,1,1,1,0,194286000,97832873.77894737,33459961.732989248,86813186.0,13500000.0,200000000.0,19
1400,امامت,114,1.0,2,0,0,0,0,60964912,47968849.16216216,10610503.900662523,47500000.0,9900990.0,65263157.0,8
1387,محله,170,5.0,3,0,0,0,0,150000000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,چیتگر,158,18.0,3,1,1,1,1,78500000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1388,شهرکراهآهن(شهرکگلستان),86,2.0,2,0,0,0,0,44767441,53054947.53333333,18554877.45180063,51980198.0,3750000.0,89506172.0,11
1394,شمسآباد,140,5.0,3,1,1,1,0,68571000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1387,فرشته,134,4.0,2,1,1,1,0,96900000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1380,ستارخان,69,2.0,1,0,0,0,0,54347826,57563798.32911392,12955966.976915833,58762886.0,13800000.0,91666666.0,12
1400,یوسفآباد,137,1.0,2,1,1,1,0,80292000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1399,یوسفآباد,110,1.0,3,1,1,1,0,81800000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1401,شهرکراهآهن,100,11.0,2,1,1,1,1,12500000,27078892.85714286,11496601.497330287,29664000.0,11765000.0,85106000.0,2
1380,فرمانیه,231,6.0,3,1,1,1,0,124700000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1399,سعادتآباد,217,1.0,3,1,1,1,1,129032258,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,دریاچهخلیجفارس,120,12.0,3,1,1,1,0,13792000,35829141.71910112,16200804.74731895,38532110.0,12500000.0,72784810.0,5
1401,اختیاریه,115,1.0,2,1,1,1,0,117400000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1383,سیدخندان,168,2.0,3,0,0,0,0,60952380,74917467.80246913,16287576.630861968,75000000.0,34950495.0,114845000.0,16
1398,سهروردیشمالی,132,3.0,3,1,1,1,1,56818000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1386,نواب,61,1.0,2,0,0,0,0,27704918,30408950.023255814,7662006.402272636,29318181.0,11311475.0,47500000.0,3
1400,دربدوم,90,5.0,2,1,1,1,0,102222000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1401,بلوارفردوس,100,4.0,3,1,1,1,0,68000000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1387,رستمآباد,130,5.0,2,0,0,0,0,100000000,122965250.6,29414181.846040737,121739130.0,71875000.0,200000000.0,20
1394,حکیمیه,49,4.0,1,0,0,0,0,55102040,45741835.10344828,14410885.617681628,49078000.0,10625000.0,74000000.0,7
1401,چیتگرشمالی,140,16.0,3,1,1,1,0,6500000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1387,بلوارفردوس,81,3.0,2,0,0,0,1,61728395,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1390,پونک,90,2.0,2,1,1,1,0,57800000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,آذربایجان,122,7.0,2,1,1,1,0,32800000,39347064.85714286,8680916.847614354,38000000.0,24528301.0,55875000.0,6
1401,شهرکدانشگاهشریف,80,5.0,2,0,0,0,0,18625000,39437721.26785714,9155991.121027743,40773219.5,15042735.0,57000000.0,6
1401,ازگل,110,2.0,2,0,0,0,0,107272727,85314911.77173913,20347039.852748655,81100000.0,15959595.0,151351351.0,17
1401,چیتگرشمالی,55,17.0,1,1,1,1,1,30000000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1401,دریاچهشهدایخلیجفارس,120,19.0,3,1,1,1,1,18333000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1399,سعادتآباد,210,5.0,3,1,1,0,0,150000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1392,مجیدیهجنوبی,38,4.0,1,0,0,1,0,42100000,43014285.71428572,10310258.414386546,42100000.0,33000000.0,55000000.0,7
1395,امامزادهقاسم,216,3.0,3,0,0,0,0,159722222,103519398.47826087,36643684.41751441,96551724.0,47058823.0,200000000.0,19
1391,اباذر,115,3.0,2,0,0,0,0,69565217,68391731.15053764,10896573.186478715,68000000.0,41739130.0,110000000.0,15
1392,سردارجنگلپونک,76,1.0,2,1,0,1,0,55900000,56826315.78947368,13208513.573717054,55600000.0,31700000.0,96800000.0,12
1401,امیرآباد,175,3.0,3,1,1,1,0,84500000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1401,الهیه,180,4.0,3,1,1,0,0,150000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1391,بلوارفردوسشرق,111,5.0,3,1,1,1,1,72072000,62519615.384615384,11607865.682169784,61868000.0,13500000.0,103571000.0,13
1394,بلوارفردوس,112,3.0,2,0,0,0,1,63839285,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1385,سعادتآباد,150,4.0,3,1,0,1,0,80000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1390,امامت,127,5.0,2,0,0,0,0,46456692,47968849.16216216,10610503.900662523,47500000.0,9900990.0,65263157.0,8
1394,پونک,85,1.0,2,1,1,1,0,54118000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1400,امیرآباد,130,4.0,3,1,1,1,0,91200000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1389,سعادتآباد,150,3.0,3,1,1,1,0,70700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,زعفرانیه,181,13.0,3,1,0,0,0,127100000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1376,جردن,230,4.0,4,0,0,0,1,64782608,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1387,شمسآباد,120,2.0,2,1,1,1,0,58333000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1397,ولنجک,160,5.0,3,1,1,1,1,135000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,دریاچهشهدایخلیجفارس,120,10.0,3,1,1,1,0,12500000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1387,دارآباد,120,1.0,2,0,0,0,0,65000000,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1401,دهکدهالمپیک,55,1.0,1,1,1,1,1,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1395,حکیمیه,133,6.0,3,0,0,0,0,59887218,45741835.10344828,14410885.617681628,49078000.0,10625000.0,74000000.0,7
1399,جنتآبادمرکزی,62,3.0,1,1,1,1,0,66900000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1390,سازمانآب,125,2.0,3,0,0,0,0,64000000,56526261.655737706,7817974.9994095685,55555555.0,40170940.0,79673913.0,11
1401,چیتگر,100,15.0,2,0,0,0,0,13500000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1401,نیاوران,170,2.0,3,1,1,1,0,150000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
