build_year,neighbour_hood,area,floor,rooms,Parking,Elevator,Warehouse,Luxury_features,price,mean,std,median,amin,amax,neighbour_hood_encoded
1401,جنتآبادشمالی,145,2.0,3,0,0,0,0,68275862,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1385,کوی,151,2.0,3,0,0,0,0,65894039,85373072.58823529,17904848.17380138,81708482.0,58490566.0,125000000.0,17
1401,جنتآبادجنوبی,71,2.0,2,1,1,1,0,87324000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,کوهک,85,13.0,2,1,1,1,0,31000000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1384,پونک,72,1.0,2,1,1,1,0,70800000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1386,فرشته,203,6.0,3,1,1,1,0,119200000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1401,مخبریپونک,150,4.0,3,1,0,0,0,80000000,69500000.0,20263267.258761603,80000000.0,43500000.0,85000000.0,15
1401,یوسفآباد,125,4.0,2,1,1,1,0,74400000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1395,یوسفآباد,128,2.0,3,1,1,1,0,82031000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1383,جنتآبادجنوبی,86,4.0,2,1,1,1,0,60465000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1390,اباذر,109,3.0,2,1,1,1,0,69725000,68391731.15053764,10896573.186478715,68000000.0,41739130.0,110000000.0,15
1401,بهار,93,3.0,2,1,1,1,0,63000000,55464285.71428572,8564838.295406109,57350000.0,33100000.0,67000000.0,11
1401,دهکدهالمپیک,55,10.0,1,1,1,1,1,12818000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1384,سازمانبرنامهجنوبی,92,2.0,2,1,1,1,0,61957000,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1390,پونک,60,1.0,2,1,1,1,0,71700000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,نیرویهوایی,110,2.0,3,1,1,1,0,85000000,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1385,فرشته,95,3.0,2,1,1,1,0,97900000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1401,شادمهر,75,3.0,2,0,0,0,0,62666666,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1401,نیرویهوایی,162,4.0,3,0,0,0,0,75000000,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1400,سعادتآباد,155,4.0,3,1,1,1,1,114400000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,یوسفآباد,116,1.0,2,1,1,1,0,84914000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1372,ایوانکشهرکغرب,160,2.0,3,1,1,1,0,71900000,86669696.96969697,19001998.001007766,83800000.0,65000000.0,152000000.0,18
1401,دربدوم,120,2.0,2,1,1,1,1,130000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1380,فرشته,178,2.0,3,1,1,0,0,92700000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1381,شهرکغرب,147,3.0,3,1,1,1,0,64600000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1386,دولت,115,1.0,2,1,1,1,0,78300000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1396,دبستان,203,5.0,3,0,0,0,0,60000000,57984879.43636364,9217938.003783094,60092592.0,37627118.0,77013888.0,12
1390,سلسبیلجنوبی,45,4.0,1,0,0,1,0,26700000,24604166.666666668,6444106.115140284,24300000.0,14700000.0,37700000.0,2
1401,سازمانبرنامهشمالی,117,3.0,3,0,0,0,0,65811965,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1399,پلرومی,230,5.0,3,1,1,1,0,130400000,148114285.7142857,19662097.93582809,162400000.0,125600000.0,165200000.0,20
1389,دربدوم,200,3.0,3,1,1,1,0,93000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1390,جنتآبادشمالی,80,5.0,2,1,1,1,0,62500000,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1401,امیرآباد,123,3.0,2,1,1,1,0,86100000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1386,قبا,93,4.0,2,0,0,0,0,73118279,92893570.10869566,18725215.427263044,90145631.0,54285714.0,132045454.0,18
1401,چیتگر,100,17.0,2,0,0,0,0,7300000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1397,جنتآبادمرکزی,71,1.0,2,1,1,1,0,71831000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1401,دریاچهشهدایخلیجفارس,120,14.0,3,1,1,1,1,13500000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1386,گلبرگ,88,3.0,2,0,0,1,0,33000000,33000000.0,,33000000.0,33000000.0,33000000.0,4
1388,شهران,64,3.0,1,0,0,0,0,51562500,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1401,سازمانبرنامهشمالی,106,3.0,2,1,1,1,0,83962000,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1400,چیتگر,70,8.0,1,1,1,1,0,5714000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1396,ازگل,80,1.0,2,0,0,0,0,82500000,85314911.77173913,20347039.852748655,81100000.0,15959595.0,151351351.0,17
1395,اوین,72,1.0,2,0,0,0,0,80555555,84222522.375,15857560.392365973,82159451.5,42222222.0,120000000.0,17
1395,جنتآبادجنوبی,95,3.0,2,1,1,1,0,65263000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1395,محله,150,2.0,3,0,0,0,0,93333333,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,درختیشهرکغرب,92,5.0,2,1,1,1,0,110000000,89576271.18644068,27752808.736284263,78000000.0,48300000.0,131800000.0,18
1401,دهکدهالمپیک,50,10.0,1,1,1,1,0,13800000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1385,پاسداران,157,1.0,3,1,1,1,0,73248000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1375,میرداماد,121,2.0,2,1,1,1,0,89300000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1390,بلوارفردوس,54,1.0,1,0,0,0,0,54629629,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1383,سعادتآباد,78,1.0,2,0,0,1,0,66700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,سهروردیشمالی,109,14.0,2,1,1,1,0,87156000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1398,نواب,98,2.0,2,0,0,0,0,23979591,30408950.023255814,7662006.402272636,29318181.0,11311475.0,47500000.0,3
1391,دارآباد,82,3.0,2,0,0,0,0,73170731,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1388,شهرکغرب,142,10.0,3,1,1,1,0,50000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1385,ستارخان,76,6.0,4,1,1,1,0,55300000,57563798.32911392,12955966.976915833,58762886.0,13800000.0,91666666.0,12
1392,شهرکنفت,95,4.0,2,1,1,1,1,66316000,68279142.0,10960292.036073785,66899038.0,51333333.0,100000000.0,15
1385,دربدوم,87,5.0,2,1,1,1,0,87356000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1395,الهیه,111,2.0,2,1,1,1,0,79300000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1400,کوهک,130,11.0,3,1,1,1,0,50000000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1401,بلوارفردوسغرب,75,4.0,2,1,1,1,0,80000000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1400,شهرک,215,11.0,3,0,0,0,0,153488372,106405528.20224719,28797479.137912795,99629629.0,51818181.0,184615384.0,19
1384,جنتآبادجنوبی,80,5.0,2,1,1,1,0,62500000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1387,جنتآبادمرکزی,105,4.0,2,1,1,1,0,48600000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1398,حکیمیه,102,1.0,2,0,0,0,0,48333333,45741835.10344828,14410885.617681628,49078000.0,10625000.0,74000000.0,7
1393,مرزداران,93,2.0,2,0,0,0,0,77419354,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1400,پونک,73,6.0,2,0,0,0,0,65000000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1395,بلوارفردوسغرب,107,2.0,2,1,1,1,0,64953000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1379,جردن,112,1.0,2,0,0,0,0,66964285,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1401,نو,92,1.0,2,0,0,0,0,70652173,48702630.85714286,10619121.485267676,47836500.0,16500000.0,70652173.0,8
1380,اختیاریه,50,3.0,1,0,0,1,0,55000000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1399,سعادتآباد,120,11.0,3,1,1,0,0,141700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,چیتگرشمالی,153,12.0,3,1,1,1,1,21961000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1387,اباذر,230,2.0,3,1,1,1,0,60870000,68391731.15053764,10896573.186478715,68000000.0,41739130.0,110000000.0,15
1385,ساقدوشپاسداران,120,2.0,3,1,1,0,0,70800000,73958823.52941176,11987861.50776742,70800000.0,55600000.0,97500000.0,15
1381,دولت,115,3.0,2,1,1,1,0,73900000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1384,سعادتآباد,151,3.0,3,1,1,1,0,62900000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1392,هروی,143,1.0,3,1,1,1,1,90900000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1401,یوسفآباد,185,3.0,3,1,1,1,0,84900000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1398,سعادتآباد,220,4.0,3,1,1,0,0,200000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,بلوارفردوسغرب,125,5.0,3,1,1,1,0,60320000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1401,دریاچهخلیجفارس,181,14.0,2,0,0,0,0,22400000,35829141.71910112,16200804.74731895,38532110.0,12500000.0,72784810.0,5
1391,شهرزیبا,77,4.0,2,0,0,0,0,50000000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1400,جمالزادهشمالی,150,3.0,3,1,1,1,0,63000000,58496461.538461536,7328024.411069519,60000000.0,44898000.0,69643000.0,12
1401,سازمانبرنامهجنوبی,65,3.0,2,0,0,0,1,67692307,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1399,شهرکغرب,123,6.0,2,1,1,1,1,81300000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1396,شهرکغرب,120,5.0,2,1,1,1,0,70800000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,وردآوردشمالی,86,8.0,2,0,0,0,0,17209302,27900492.13559322,9230648.12262847,26000000.0,8783783.0,65217391.0,2
1387,زعفرانیه,125,4.0,3,1,1,0,1,150000000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1398,دولت,65,2.0,2,1,1,1,0,81500000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1388,سعادتآباد,111,2.0,2,1,1,0,0,77000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1393,سهروردیشمالی,120,116.0,3,1,1,1,0,75000000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1389,پاسداران,195,2.0,3,1,1,1,1,93600000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1380,قلهک,120,1.0,3,1,1,1,0,77500000,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1382,باغفیض,60,4.0,1,0,0,0,0,43333333,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1393,شمسآباد,135,4.0,3,0,0,0,0,75000000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1388,الهیه,118,2.0,2,0,0,0,0,81355932,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1387,فرشته,190,3.0,3,0,0,0,0,121052631,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1393,بلوارفردوسغرب,52,4.0,1,1,1,1,0,74615000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1392,شهرک,140,3.0,3,0,0,0,0,100000000,106405528.20224719,28797479.137912795,99629629.0,51818181.0,184615384.0,19
1394,پونک,150,2.0,3,1,1,1,0,66667000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1399,اختیاریه,135,4.0,3,1,1,1,0,81500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,ظفر,62,3.0,1,0,0,0,0,88709677,79304783.43010753,13316713.604578326,76000000.0,51428571.0,120000000.0,16
1391,جردن,75,4.0,2,0,1,1,0,93300000,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1385,باغفیض,110,5.0,2,0,0,0,0,48181818,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,بلوارفردوس,68,6.0,2,1,1,1,0,57400000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1385,هروی,140,3.0,3,1,1,1,0,67900000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1401,صادقیه,110,1.0,2,0,0,0,1,60000000,56744126.32911392,16228644.18765565,58181818.0,6800000.0,90000000.0,12
1401,کوهک,155,14.0,3,1,1,1,1,21677000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1381,جنتآبادجنوبی,85,3.0,2,0,0,1,0,33300000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1400,پاسداران,117,8.0,2,1,1,0,0,79900000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1382,ستارخان,70,3.0,2,0,0,0,0,45714285,57563798.32911392,12955966.976915833,58762886.0,13800000.0,91666666.0,12
1401,سعادتآباد,123,6.0,2,1,1,1,0,88618000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1382,اختیاریه,150,2.0,3,1,1,0,0,64700000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1397,شهرزیبا,65,1.0,1,1,1,1,1,66154000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1377,محله,119,3.0,3,0,0,0,0,54621848,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1382,پونک,95,1.0,2,1,0,1,0,50500000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1394,دارآباد,148,5.0,3,0,0,0,0,101351351,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1401,دولتآباد,97,1.0,2,1,1,1,0,34021000,34021000.0,0.0,34021000.0,34021000.0,34021000.0,4
1401,چیتگرشمالی,100,10.0,2,1,1,1,1,14000000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1375,شادمهر,94,1.0,2,0,0,0,0,46808510,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1400,محله,140,3.0,3,0,0,0,0,75000000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1391,اختیاریه,120,2.0,2,1,1,1,0,81700000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1380,سعادتآباد,123,4.0,3,1,1,1,0,81300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,جمهوری,135,4.0,3,0,0,0,0,63333333,46672839.24,7911706.2256724555,46884674.5,30000000.0,64705882.0,7
1383,دولت,150,1.0,3,1,1,1,0,78700000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1386,قلهک,110,4.0,2,1,1,1,0,68200000,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1386,مجیدیه,41,3.0,1,0,0,0,0,51219512,49194922.375,10329292.517256249,49719101.0,13500000.0,66712328.0,9
1401,اختیاریه,133,4.0,3,1,1,1,0,92500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1365,ونک,103,2.0,2,1,1,0,0,61700000,86598102.72857143,28441730.699856594,84088709.5,9300000.0,152380952.0,17
1398,شمسآباد,135,4.0,3,0,0,0,0,77777777,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1380,دولت(کلاهدوز),125,1.0,3,0,0,0,0,75200000,86408329.06666666,15560115.216477502,83333333.0,58952380.0,125000000.0,17
1384,قصرالدشت,50,1.0,1,0,0,0,1,28600000,40512542.72727273,5825967.187903004,42188000.0,28600000.0,47500000.0,6
1397,پیروزی,44,3.0,1,1,1,1,0,39773000,41650606.25490196,10074684.519180333,40700000.0,13800000.0,67000000.0,7
1395,سعادتآباد,140,2.0,3,1,1,1,0,100000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,محله,78,4.0,1,0,0,0,0,84615384,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,چیتگرجنوبی,120,3.0,2,1,1,1,1,12800000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1390,اختیاریه,92,1.0,2,1,1,1,0,78300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1386,سعادتآباد,80,4.0,2,1,1,1,0,55000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,جنتآبادمرکزی,97,5.0,2,0,0,0,0,72164948,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1401,کمیل,110,1.0,3,1,1,1,0,47273000,38368888.88888889,6465407.981025723,34615000.0,32386000.0,47358000.0,6
1401,شهران,70,4.0,2,1,1,1,0,67143000,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1384,محله,180,5.0,3,0,0,0,0,95833333,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,دریاچهشهدایخلیجفارس,120,14.0,3,1,1,1,1,10000000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1401,دریاچهشهدایخلیجفارس,180,10.0,4,1,1,1,0,22333000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1384,ولنجک,205,5.0,3,1,1,1,0,85100000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,باغفیض,113,2.0,2,1,1,1,0,71700000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1392,الهیه,120,4.0,2,1,1,1,0,87500000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1399,سیدخندان,82,4.0,2,1,1,1,0,85366000,74917467.80246913,16287576.630861968,75000000.0,34950495.0,114845000.0,16
1398,الهیه,120,2.0,2,1,1,1,1,100000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1385,تجریش,83,2.0,2,0,0,0,0,86746987,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1398,کوهک,170,10.0,3,1,1,1,1,41176000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1401,پیروزی,101,2.0,2,1,1,1,0,57426000,41650606.25490196,10074684.519180333,40700000.0,13800000.0,67000000.0,7
1401,یوسفآباد,166,5.0,3,0,0,0,0,105421686,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1398,اویندرکه,230,5.0,4,1,1,1,1,125000000,98681081.08108108,28286076.647922244,85300000.0,57100000.0,141500000.0,19
1400,پونک,140,10.0,3,1,1,1,0,6800000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1390,آبشار,57,2.0,2,0,0,0,0,40000000,30937718.714285713,12550484.596114278,30000000.0,7166666.0,59239130.0,3
1401,شهرکراهآهن,110,15.0,2,1,1,1,1,30000000,27078892.85714286,11496601.497330287,29664000.0,11765000.0,85106000.0,2
1385,حکمت,100,2.0,2,0,0,0,0,70000000,103768487.234375,23490170.168967884,100704225.0,52564102.0,160600000.0,19
1389,سعادتآباد,118,5.0,3,1,1,1,0,75000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1394,باغفیض,80,5.0,2,1,1,1,0,60000000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1392,جنتآبادمرکزی,93,3.0,2,1,1,1,0,62366000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1388,شهران,45,5.0,1,0,0,0,0,62222222,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1365,میرداماد,92,1.0,2,1,1,1,0,65200000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1386,قلهک,88,4.0,2,0,0,0,0,70000000,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1388,سازمانبرنامه,51,2.0,1,1,1,1,0,71600000,62297500.0,14048036.711335786,62250000.0,39300000.0,120400000.0,13
